Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Images,Images.1,Images.2,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00001877,RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,"Sepoy and Co. Tropical Lemonade With Natural Fruit - Balanced Botanical Mixer, Low Calories, 2x200 mlMultipack",2x200 ML  Multipack,Units,190,190,"Sepoy Tropical Lemonades are carefully packed and delivered to you. The Real Italian juice concentrate is balanced with fruit notes and a hint of cardamom, to give this drink a refreshing tropical taste. They are best enjoyed chilled by themselves.", , ,"Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 and Sepoy Beverages LLP., Block 5, C 6 and 7, LSC, Vasant Kunj, New Delhi - 110070",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40243046_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40243046-2_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40243046-3_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40243046-4_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40243046-5_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,,,,,,, ,Sepoy and Co., , ,'8908012471158,'23318009000055, , , , , , , , , , , , , , , , ,"Water, Fructose, Pear Juice Concentrate 2% (equivalent to 12% reconstituted), lemon juice concentrate 0.7% (equivalent to 5% reconstituted), Carbon Dioxide (INS 290), citric acid (INS 330), antioxidant (INS 300), contains natural colour (E 160a(iii)) and added natural flavours (Natural Flavouring Substances). Contains Fruit.",,"Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 and Sepoy Beverages LLP., Block 5, C 6 and 7, LSC, Vasant Kunj, New Delhi - 110070","Nutrition as per 100 ml:

Energy 20 kcal,
Protein 0 g,
Fat 0 g,
Carbohydrates 5 g"
EU00001878,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,"umami brew Sparkling Kombucha - Pineapple Spice, Low Calorie, Antioxidant Rich, 250 ml",250 ML ,ML,200,100,"Umami Brew Pineapple Spice Kombucha is a delicious beverage that tastes best when served chilled. 

Umami Brew Pineapple Spice Kombucha is like Summer in a bottle. This kombucha is made from fermented tea infused with fruits, herbs and spices. Mindfully crafted, this Umami Brew is the ideal refreshment that tastes absolutely divine. Kombucha helps your digestion, rids your body of toxins, and boosts your energy. It's also said to boost your immune system, help you lose weight, ward off high blood pressure and heart disease, and prevent cancer.

Explore a wide range of delicious, refreshing and gut-healthy Kombucha options and flavours from Umami Brew only on Big Basket.", , ,"Hygge Brew Pvt Ltd, SR. NO. 44, GROUND FLOOR, NEXT TO ISBandM COLLEGE, DAMODHAR NAGAR, NANDE, MULASHI, Pune PMC and Rural, Maharashtra-412115",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40278358_1-umami-brew-sparkling-kombucha-pineapple-spice-low-calorie-antioxidant-rich.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40278358-2_1-umami-brew-sparkling-kombucha-pineapple-spice-low-calorie-antioxidant-rich.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40278358-3_1-umami-brew-sparkling-kombucha-pineapple-spice-low-calorie-antioxidant-rich.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40278358-4_1-umami-brew-sparkling-kombucha-pineapple-spice-low-calorie-antioxidant-rich.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40278358-5_1-umami-brew-sparkling-kombucha-pineapple-spice-low-calorie-antioxidant-rich.jpg,,,,,,, ,umami brew, , ,'769807182295,'1152103600008, , , , , , , , , , , , , , , , ,"Filtered Water, 4.2% Pineapple Juice, Kombucha Culture, Cane Sugar, Ginger Juice, Salt, Black and Green Tea, Carbon Dioxide",,"Hygge Brew Pvt Ltd, SR. NO. 44, GROUND FLOOR, NEXT TO ISBandM COLLEGE, DAMODHAR NAGAR, NANDE, MULASHI, Pune PMC and Rural, Maharashtra-412115","Per 100 ml
Energy (Kcal) 15.14
Protein (g) 0.38
Carbohydrates (g) 3.39
Added Sugar (g)* 5.00"
EU00001879,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-10,"Tipsy Tiger Old Fashioned Cocktail Mix - Non-Alcoholic Beverage, 250 ml",250 ML ,ML,299,299,"A classic and iconic Old Fashioned Cocktail Mix made with real aromatic bitters and orange oil makes this mixer the greatest of all time! The value it holds is a thousand times better for its classic and lovable taste. By opting for Tipsy Tiger, you get the finest product which will provide you with a total of 5 serves. Anytime and anywhere, you can get your favourite taste without any hustle. You just need to add your preferred alcohol and loads of ice to make that perfect chilled drink to enjoy with friends and family!
Features -

Contains aromatic bitters and orange oil.
Fuss-free cocktail mix.
Less than 3% added sugar.
Non-alcoholic.
5 serves per bottle.", , ,"Punjab Agri Ventures Limited, at Punjab Agri Food Parks Complex, adjacent to Radha Soami Satsang, Delhi Amritsar Milestone 202-201, Sirhind, Distt. Fatehgarh Sahib, Punjab (India) - 140406.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40267410_1-tipsy-tiger-old-fashioned-cocktail-mix-non-alcoholic-beverage.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267410-2_1-tipsy-tiger-old-fashioned-cocktail-mix-non-alcoholic-beverage.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267410-3_1-tipsy-tiger-old-fashioned-cocktail-mix-non-alcoholic-beverage.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267410-4_1-tipsy-tiger-old-fashioned-cocktail-mix-non-alcoholic-beverage.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267410-5_1-tipsy-tiger-old-fashioned-cocktail-mix-non-alcoholic-beverage.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267410-6_1-tipsy-tiger-old-fashioned-cocktail-mix-non-alcoholic-beverage.jpg,,,,,, ,Tipsy Tiger, , ,'8908017582026,'100210630001, , , , , , , , , , , , , , , , ,"Water, Sugar Alcohol (Ins 968), Apple Juice Concentrate(3.6%), Sugar, Palm Sugar, Xanthan Gum(ins 415), Citric Acid, Non-alcoholic Aromatic Bitters, Permitted Class II Preservatives (Ins 211, Ins 202). No Artificial Flavour, No Added Colour.",,Walkwright Retail Pvt. Ltd,"As per 100 ml -

Energy - 50.96 kcal
Protein - 0.1 g
Carbohydrate - 12.7 g
Fat - 0.1 g
Total Sugar - 6.25 g
Added Sugar - 2.7 g
Sodium - 5.5 mg"
EU00001880,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-10,"Zenzi Just Soda - Zero Calories, Sodium, Sugar, 350 ml Bottle",350 ML  Bottle,ML,40,36,"Unable to make up your mind about what to cool you down? Presenting Zenzi's Just Soda, sparkling mixer. Breathe in and open the cap. Exhale when you hear the pop sound of the calorie-free bubbles. Close your eyes and take a sip. Enjoy the refreshing taste of all-natural Zenzi Soda flowing through your soul. Store in a cool and dry place away from sunlight.", , ,"Sadguru Krupa Industrial Estate, Gala No. 4, At Vadpe, Survey No. 119/B, Plot No.6 ,B/H Shangrilla Resort On Thane-Nashik Road, Tal. Bhiwandi, Thane 421302 Maharashtra, India.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40266496_2-zenzi-just-soda-zero-calories-sodium-sugar.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40266496-2_2-zenzi-just-soda-zero-calories-sodium-sugar.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40266496-3_2-zenzi-just-soda-zero-calories-sodium-sugar.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40266496-4_2-zenzi-just-soda-zero-calories-sodium-sugar.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40266496-5_2-zenzi-just-soda-zero-calories-sodium-sugar.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40266496-6_1-zenzi-just-soda-zero-calories-sodium-sugar.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40266496-7_1-zenzi-just-soda-zero-calories-sodium-sugar.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40266496-8_1-zenzi-just-soda-zero-calories-sodium-sugar.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40266496-9_1-zenzi-just-soda-zero-calories-sodium-sugar.jpg,,, ,Zenzi, , ,'8908018136044,'10021043000204, , , , , , , , , , , , , , , , ,Carbonated Water,Best served when chilled.,"Stogi Beverages Pvt Ltd ,A-1303 Surya Apartments, 53 Bhulabhai Desai Road, Mumbai 400026","Per 100ml:

Energy: 0 kcal
Fat: 0g
Carbohydrates: 0g
Total Sugar: 0g
Protein: 0g
Sodium: 0g"
EU00001881,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,"Karma Kettle Aam Salaam Iced Tea With Mango, Mint and Cumin, 40 g (20 Bags x 2 g each)",40 g (20 bags x 2 g each),Grams,300,300,"Aam Salaam is a refreshing take on the traditional Indian drink - Aam Panna. Bursting with flavours of juicy ripe yellow mango, it has the slightly sour tang of green mango. Will leave your taste buds tantalised!
Aam Salaam has the heady aroma of mangoes. This flavour profile continues in the tasting notes too- juicy mangoes with a hint of raw mango and cumin add a tantalizing sharpness to this refreshing iced tea that will tease your taste buds.", , ,"AandS Solutions, 4, Swinhoe Street, Kolkata 700019, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40134950_3-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134950-2_3-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134950-3_3-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134950-4_2-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134950-5_2-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134950-6_1-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134950-7_1-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,,,,, ,Karma Kettle, , ,'8904304508236,'12817019000748, , , , , , , , , , , , , , , , ,"Orthodox Green Tea, Cumin Powder, Mint Powder, Natural Mango Flavour, Natural Green Mango Flavour, Raw Mango Powder (Aamchur), Dried Mango Pieces.","Brewing Tips for Iced Tea: Steep the teabag in boiled water for at least 5 minutes before pouring into a cocktail shaker, add at least 4-5 ice cubes and shake well, pour out to enjoy. For a stronger brew use 2 tea bags for one cup.



Brewing Tips for Cold Brew: Steep the teabag in room temperature water for 2 hours. Transfer teabag and brew to the refrigerator to infuse for at least 4-6 hours. Pour into a tall glass and enjoy your low caffeine cold brew tea!

This tea is best enjoyed on hot sunny afternoons and drunk after meals
Best enjoyed without milk but you may add a teaspoon of Jaggery powder.","AandS Solutions, 4, Swinhoe Street, Kolkata 700019, India","Typical value per 100 ml Of Prepared Tea

Energy (kcal) - 3. 32
Carbohydrates (g) - 0. 47
Protein (g) - 0. 36
Fat (g) - 0"
EU00001882,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,"Karma Kettle Tahiti Iced Tea With Strawberries, Hibiscus and Cockscomb Flowers, 40 g (20 Bags x 2 g each)",40 g (20 bags x 2 g each),Grams,300,300,"A tribute to Polynesian island- Tahiti, our signature Iced tea, is a blend combining tart and jamberry flavours. Youll be wanting more in no time!
Karma Kettles Tahiti is a fruity delight. It brews to a striking pink-ruby cup and is loaded with jammy flavors from berries this continues into the palate. The finish has a tart crispness.", , ,"AandS Solutions, 4, Swinhoe Street, Kolkata 700019, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40134951_3-karma-kettle-tahiti-iced-tea-with-strawberries-hibiscus-cockscomb-flowers.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134951-2_3-karma-kettle-tahiti-iced-tea-with-strawberries-hibiscus-cockscomb-flowers.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134951-3_3-karma-kettle-tahiti-iced-tea-with-strawberries-hibiscus-cockscomb-flowers.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134951-4_2-karma-kettle-tahiti-iced-tea-with-strawberries-hibiscus-cockscomb-flowers.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134951-5_2-karma-kettle-tahiti-iced-tea-with-strawberries-hibiscus-cockscomb-flowers.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134951-6_1-karma-kettle-tahiti-iced-tea-with-strawberries-hibiscus-cockscomb-flowers.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134951-7_1-karma-kettle-tahiti-iced-tea-with-strawberries-hibiscus-cockscomb-flowers.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40134951-8_1-karma-kettle-tahiti-iced-tea-with-strawberries-hibiscus-cockscomb-flowers.jpg,,,, ,Karma Kettle, , ,'40134951,'12817019000748, , , , , , , , , , , , , , , , ,"Hibiscus Flowers, Cockscombe Flowers and Natural Strawberry Flavour","Brewing Tips for Iced Tea: Steep the teabag in boiled water for at least 5 minutes before pouring into a cocktail shaker, add at least 4-5 ice cubes and shake well, pour out to enjoy. For a stronger brew use 2 tea bags for one cup.



Brewing Tips for Cold Brew: Steep the teabag in room temperature water for 2 hours. Transfer teabag and brew to the refrigerator to infuse for at least 4-6 hours. Pour into a tall glass and enjoy your low caffeine cold brew tea!","AandS Solutions, 4, Swinhoe Street, Kolkata 700019, India","Typical value per 100 gm

Energy (kcal) - 387
Carbohydrates (g) - 82. 70
Sugar (g) - 46
Protein (g) - 10. 40
Fat (g) - 1. 60"
EU00001883,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-10,"Lafiesta Non Alcoholic Beverage - Mixer For Mocktails and Punches, 750 ml",750 ML ,ML,600,600,"Lafiesta Non-Alcoholic Beverage is a wonderful mixer for mocktails and punches. If you prefer social gatherings and a good bubbly drink but dislike the sour taste of alcohol then the Lafiesta non-alcoholic beverages are perfect for you. Now that you can have fun with your friends without drinking alcohol. Enjoy the delicious flavours of this drink, which taste best when served chilled and are wonderfully cooling. Store in the refrigerator and use whenever. Explore the range of Lafiesta non-alcoholic drinks only on Big Basket.", , ,"LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) and Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 and 80, Okhla Phase 1, New Delhi-110020",SPAIN,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40267264_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267264-2_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267264-3_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267264-4_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267264-5_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,,,,,,, ,Lafiesta, , ,'843228600917,'10012011000355, , , , , , , , , , , , , , , , ,"Grape Juice (50%), Water (36.2518%), Sugar (12.8%), Acidifier Citric Acid (0.4%), Grape Flavorings (0.4%), Colors E-150d (0.1%), E-129 (0.01%) And E-133 (0.0002%), Preservatives E-202 (0.024%) And E-211 (0.014%). Contains Permitted Natural and Synthetic Food Color(S) And Added Natural Flavour(S).",,"LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) and Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 and 80, Okhla Phase 1, New Delhi-110020","Energy - 216.4 kJ(51.78 kcal)
Fats - â¹0.05 g
Carbohydrate 12.9 g
Sugar - 12.6 g
Protein - &lt;0.01 g"
EU00001884,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-10,"MARQUES DE FERRO Non Alcoholic Beverage - High Quality, 750 ml",750 ML ,ML,600,600,"Marques de Ferro Non-Alcoholic Beverage is the perfect drink for everyone at home. The Marques de Ferro Non-Alcoholic Beverage is ideal for you if you avoid alcohol yet love social gatherings and a nice bubbly drink. Now you may enjoy yourself with your buddies without consuming any alcohol. Enjoy this drink's delectable and incredibly cooling flavours, which taste best when served chilled! Keep in the fridge and consume whenever. Explore the range of Marques de Ferro non-alcoholic drinks only on Big Basket.", , ,"LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) and Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 and 80, Okhla Phase 1, New Delhi-110020",SPAIN,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40267263_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267263-2_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267263-3_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267263-4_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267263-5_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,,,,,,, ,MARQUES DE FERRO, , ,'8432286008562,'10012011000355, , , , , , , , , , , , , , , , ,"Grape Juice (50%), Water (36.2518%), Sugar (12.8%), Acidifier Citric Acid (0.4%), Grape Flavorings (0.4%), Colors E-150d (0.1%), E-129 (0.01%) And E-133 (0.0002%), Preservatives E-202 (0.024%) And E-211 (0.014%). Contains Permitted Natural and Synthetic Food Color(S) And Added Natural Flavour(S).",,"LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) and Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 and 80, Okhla Phase 1, New Delhi-110020","Energy - 216.4 kJ(51.78 kcal)
Fats - â¹0.05 g
Carbohydrate 12.9 g
Sugar - 12.6 g
Protein - &lt;0.01 g."
EU00001885,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-10,"MARQUES DE CADIZ Non Alcoholic Beverage - Used To Mix Mocktails, 1 L",1 L,Litres,425,425,"Marques de Cadiz Non-Alcoholic Beverage is a wonderful drink for all parties and occasions. If you're a teetotaler yet enjoy parties and a nice fizzy drink, then the Marques de Cadiz Non-Alcoholic Beverage is perfect for you. Now dive into the fun with friends without having to touch alcohol. Enjoy delicious and super refreshing flavours with this drink that tastes best when served chilled! Keep it in your refrigerator and enjoy it anytime. Explore the range of Marques de Cadiz non-alcoholic drinks only on Big Basket.", , ,"LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) and Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 and 80, Okhla Phase 1, New Delhi-110020",SPAIN,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40267262_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267262-2_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267262-3_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267262-4_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40267262-5_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,,,,,,, ,MARQUES DE CADIZ, , ,'8432286008265,'10012011000355, , , , , , , , , , , , , , , , ,"Water (65.59%), Apple Juice (30%), Sugar (3.491%), Acidity Regulator E-330 (0.44%) And E-296 (0.17%), Colours E-122 (0.012%) And E-150d (0.22%), Grape Flavour (0.02%), Apple Flavour (0.01%), Preservatives E-202 (0.024%) And E-211 (0.014%), Sweetener E-954 (0.009%). Contains Permitted Natural and Synthetic Food Color(S) And Added Natural Flavour(S).",,"LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) and Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 and 80, Okhla Phase 1, New Delhi-110020","Energy - 75kJ(18 kcal)
Fats - â¹0.05 g
Carbohydrate 4.4 g
Sugar - 3g
Protein - &lt;0.05 g"
EU00001886,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-10,"Lazy Cocktails and Co. Passionfruit Martini Non-Alcoholic Beverage Cocktail Mixer - Tastes Best With White Spirits and Ice, 250 ml",250 ML ,ML,99,99,"If youâre looking for a drink to transport you to the beach, then a Passionfruit Martini is the one! Its tropical blend comes from the floral acidity of the passion fruit and the citrusy earthy notes of ginger. The instant cocktail Passion Fruit and Ginger Martini premix is made with high quality real juice mix and no artificial flavors, colours or sweeteners.", , ,Minchi's food pvt ltd,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40264290_1-lazy-cocktails-co-passionfruit-martini-non-alcoholic-beverage-cocktail-mixer-tastes-best-with-white-spirits-ice.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40264290-2_1-lazy-cocktails-co-passionfruit-martini-non-alcoholic-beverage-cocktail-mixer-tastes-best-with-white-spirits-ice.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40264290-3_1-lazy-cocktails-co-passionfruit-martini-non-alcoholic-beverage-cocktail-mixer-tastes-best-with-white-spirits-ice.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40264290-4_1-lazy-cocktails-co-passionfruit-martini-non-alcoholic-beverage-cocktail-mixer-tastes-best-with-white-spirits-ice.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40264290-5_1-lazy-cocktails-co-passionfruit-martini-non-alcoholic-beverage-cocktail-mixer-tastes-best-with-white-spirits-ice.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40264290-6_1-lazy-cocktails-co-passionfruit-martini-non-alcoholic-beverage-cocktail-mixer-tastes-best-with-white-spirits-ice.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40264290-7_1-lazy-cocktails-co-passionfruit-martini-non-alcoholic-beverage-cocktail-mixer-tastes-best-with-white-spirits-ice.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40264290-8_1-lazy-cocktails-co-passionfruit-martini-non-alcoholic-beverage-cocktail-mixer-tastes-best-with-white-spirits-ice.jpg,,,, ,Lazy Cocktails and Co., , ,'738956289803,'13320001000495, , , , , , , , , , , , , , , , ,"Water, Sugar, Apple Juice Conc. (2.1%), Orange Juice Conc. (2%), Lemon Juice Conc. (2%), Passion Fruit Conc. (.01%), Ginger Extract, Acidity Regulator (INS300,330), Stabilizer (INS440), Permitted Class II Preservative (INS202,212). Equivalent To (35.5%) Of Total Fruit Juice Content.",,"Lazy Cocktails Baverage pvt ltd,","Energy 56kcal
Carbohydrate 14g
Added Sugar - 10.3 g
Protein - 0-1 g
Fat - 0-1 g"
EU00001887,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-11,"Sepoy and Co. Premium Soda Water With Natural Salts - For Cocktails and Mocktails, Crafted In England and Brewed In India, 200 ml",200 ML ,ML,55,55,Sepoy Premium Soda Water is created with a perfect balance of carbonation and salts. Two critical ingredients required to ensure perfect harmony between spirits and soda. This premium botanical mixer from the house of Sepoy is naturally light and balanced. The companyâs own recipe is crafted in England and expertly brewed in India with natural ingredients and salt. The best part about this unique soda water is that it does not have any artificial flavouring. It contains high-quality fructose that is low in calories and uses the finest of ingredients with no artificial elements., , ,"Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 / Marketed by: Sepoy Beverages LLP., Block 5, C 6 and 7, LSC, Vasant Kunj, New Delhi - 110070.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40262410_3-sepoy-co-premium-soda-water-blends-with-cocktails-mocktails-crafted-in-england-brewed-in-india.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40262410-2_3-sepoy-co-premium-soda-water-blends-with-cocktails-mocktails-crafted-in-england-brewed-in-india.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40262410-3_3-sepoy-co-premium-soda-water-blends-with-cocktails-mocktails-crafted-in-england-brewed-in-india.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40262410-4_3-sepoy-co-premium-soda-water-blends-with-cocktails-mocktails-crafted-in-england-brewed-in-india.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40262410-5_3-sepoy-co-premium-soda-water-blends-with-cocktails-mocktails-crafted-in-england-brewed-in-india.jpg,,,,,,, ,Sepoy and Co., , ,'8908012471042,'13321999000222, , , , , , , , , , , , , , , , ,"Carbonated Water, Sodium Bicarbonate (INS 500ii)",,"Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 / Marketed by: Sepoy Beverages LLP., Block 5, C 6 and 7, LSC, Vasant Kunj, New Delhi - 110070.","Protein 0g,
Fat 0g,
Total Carbohydrates 0g of which sugar 0g"
