L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Foil Balloon - Unicorn Shaped, For Birthday Parties, Baby Showers, Decorations, 1 pc","SE7EN FOIL BALLOON is perfect for all your party needs and Simple matching can create a carnival or romantic atmosphere. Good for all ages. Balloons are made of high-quality natural latex material with no toxic chemical composition, safe for people. Use them for party favours, balloon decoration, party decoration, birthdays, baby showers and other party supplies. Use it to liven up the party venue and win over the hearts of guests by giving balloons as party favours.",1 pc,pcs,1 pc,1,1,149,145,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190711642'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40281060_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281060-2_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281060-3_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281060-4_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281060-5_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281060-6_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281060-7_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281060-8_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281060-9_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281060-10_1-se7en-foil-balloon-unicorn-for-birthday-parties-baby-showers-decorations.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Good Quality - Balloons are made of high-quality natural latex material with no toxic chemical composition, safe for people.
What to Fill With: balloons can be filled with air and helium gas. Helium gas can make balloons float up.
Balloons are made of high-quality material and can be used several times.
Strong and durable, easy to blow up and decor your any party. Balloons For Kids, Balloons For Event Decoration.","Perfect for wedding decorations, birthday party decorations, Baby Showers, photo posing, Christmas, Halloween, Carnival Parties, Graduation and any other party decoration.","[{'EAN Code': '8904190711642'}, {'Manufacturer Name & Marketed by ': 'Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302'}, {'Country of Origin': 'India'}]","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Foil Balloon
Material: Nylon
Colour: Multi
Weight: 38 g
Package Contents: 1 Unit",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Foil Fringe Curtain - Used For Decorations, Assorted, 1 pc","SE7EN presents FOIL FRINGE CURTAIN. The beautiful tinsel backdrops are good for serving as party decorations, photography curtains and so on; You will be surprised at the atmosphere and view they create.",1 pc,pcs,1 pc,1,1,99,95,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190721078'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40242099_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-2_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-3_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-4_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-5_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-6_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-7_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"With this glitzy curtain, everyone will feel like a star at your party.
Foil fringe curtains make perfect party decorations as backdrops for DIY photo booths that can be used in any doorway or window.
Perfect for a birthday or Halloween party!",Perfect for a birthday or Halloween party!,"[{'EAN Code': '8904190721078'}, {'Manufacturer Name & Marketed by ': 'Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302'}, {'Country of Origin': 'India'}]","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: FOIL FRINGE CURTAIN
Material: Nylon
Colour: Assorted
Weight (Grams): 50 g
Package Contents: 1 Unit",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Foil Fringe Curtain - Used For Decorations, Assorted, 1 pc","SE7EN presents FOIL FRINGE CURTAIN. The beautiful tinsel backdrops are good for serving as party decorations, photography curtains and so on; You will be surprised at the atmosphere and view they create.",1 pc,pcs,1 pc,1,1,99,95,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190721078'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40242099_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-2_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-3_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-4_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-5_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-6_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242099-7_2-bvishal-foil-fringe-curtains-used-for-decoration.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"With this glitzy curtain, everyone will feel like a star at your party.
Foil fringe curtains make perfect party decorations as backdrops for DIY photo booths that can be used in any doorway or window.
Perfect for a birthday or Halloween party!",Perfect for a birthday or Halloween party!,"['EAN Code: 8904190721078', 'Manufacturer Name & Marketed by :Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302', 'Country of Origin:India', '","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: FOIL FRINGE CURTAIN
Material: Nylon
Colour: Assorted
Weight (Grams): 50 g
Package Contents: 1 Unit",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Happy Birthday Banner - Assorted, For Birthday Parties, Decorations, 1 pc","SE7EN presents Happy Birthday Banner - Assorted. Planning to have a remarkable Birthday party? No matter how old you are every party must have foil banners. Decorate with those elegant and good-looking party banners by your imagination. These balloons would surely look beautiful down on the floor, up on the ceiling, or attached to the wall. It's the ideal space filler. This set will work great for Birthday events.",1 pc,pcs,1 pc,1,1,79,59,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190716869'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40281058_1-se7en-happy-birthday-banner-assorted-for-birthday-parties-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281058-2_1-se7en-happy-birthday-banner-assorted-for-birthday-parties-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281058-3_1-se7en-happy-birthday-banner-assorted-for-birthday-parties-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281058-4_1-se7en-happy-birthday-banner-assorted-for-birthday-parties-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281058-5_1-se7en-happy-birthday-banner-assorted-for-birthday-parties-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281058-6_1-se7en-happy-birthday-banner-assorted-for-birthday-parties-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281058-7_1-se7en-happy-birthday-banner-assorted-for-birthday-parties-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281058-8_1-se7en-happy-birthday-banner-assorted-for-birthday-parties-decorations.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High quality.
Easy to use.
Great designs.","This can be used for any theme decor also like Minecraft, Fortnite, the game of thrones, harry potter, dinosaurs, Donuts, rainbows, quarantine, half birthday and monthly decorative birthday.","[{'EAN Code': '8904190716869'}, {'Manufacturer Name & Marketed by ': 'Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302'}, {'Country of Origin': 'India'}]","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Happy Birthday Banner
Material: Paper
Colour: Multi
Weight: 50.5 g
Package Contents: 1 Unit",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Happy Birthday Crown - Headband, For Birthday Girl, Daughter, 1 pc","A birthday hairband or crown is made of steel with gold colour. This is exclusive for bday girls and can be a perfect gift for your daughter, friend, niece, sister, Wife or any woman. Crown the princess for a day with a happy birthday princess crown that lies lightly on her head. Curated by our trained designers from the top institutes in India. Our decoration designs are high on aesthetics and feel!",1 pc,pcs,1 pc,1,1,49,45,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190712199'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40281053_1-se7en-happy-birthday-crown-headband-for-birthday-girl-daughter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281053-2_1-se7en-happy-birthday-crown-headband-for-birthday-girl-daughter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281053-3_1-se7en-happy-birthday-crown-headband-for-birthday-girl-daughter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281053-4_1-se7en-happy-birthday-crown-headband-for-birthday-girl-daughter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281053-5_1-se7en-happy-birthday-crown-headband-for-birthday-girl-daughter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281053-6_1-se7en-happy-birthday-crown-headband-for-birthday-girl-daughter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281053-7_1-se7en-happy-birthday-crown-headband-for-birthday-girl-daughter.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Elegant design.
High quality.
Easy to use.
Amazing support.",It is used at birthday parties.,"[{'EAN Code': '8904190712199'}, {'Manufacturer Name & Marketed by ': 'Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302'}, {'Country of Origin': 'India'}]","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Crown
Material: Paper
Colour: Multi
Weight: 21 g
Package Contents: 1 pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Happy Birthday Foil Balloon - For Birthday Parties, Decorations, Assorted, 1 pc","SE7EN FOIL BALLOON is perfect for all your party needs, and Simple matching can create a carnival or romantic atmosphere. Good for all ages. Balloons are made of high-quality natural latex material with no toxic chemical composition, safe for people. Use them for party favours, balloon decoration, party decoration, birthdays and party supplies. Use it to liven up the party venue and win over the hearts of guests by giving balloons as party favours.",1 pc,pcs,1 pc,1,1,199,119,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190713585'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40242096_3-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242096-2_1-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242096-3_1-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242096-4_1-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242096-5_1-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242096-6_1-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242096-7_1-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242096-8_1-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242096-9_1-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242096-10_1-bvishal-pink-happy-birthday-foil-balloon-used-for-decoration.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Good Quality - Balloons are made of high-quality natural latex material with no toxic chemical composition, safe for people.
What to Fill With: balloons can be filled with air, and helium gas. Helium gas can make balloons float up 3. Balloons are made of high-quality material and can be used several times.
Strong and durable, easy to blow up and decor your any party.
Balloons For Kids, Balloons For Event Decoration.","Use them as part of your group photos, for your table decor or as a backdrop. There are so many ways to use them!
Perfect for Decorations - Perfect for wedding decorations, birthday party decorations, Baby Showers, photo posing, Christmas, Halloween, Carnival Parties, Graduation and any other party decoration.","['EAN Code: 8904190713585', 'Manufacturer Name & Marketed by :Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302', 'Country of Origin:India', '","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Foil Balloon
Material: Nylon
Colour: Multicolour
Weight: 100 g
Package Contents: 1 Unit",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Happy Birthday Printed Paper Plate - For Birthday Parties, Red, 10 pcs","Add a stylish touch to your party with these Happy Birthday printed plates. Our Happy Birthday printed plates are made of paper and are user-friendly. This plate is made from good quality material. It's lightweight, rich look, easy to hold and use. Brighten up your table setting with these plates for your birthday bash. Perfect for serving desserts like cakes, puddings, doughnuts, etc.",10 pcs,pcs,10 pcs,10,1,99,65,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190717378'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40281040_1-se7en-happy-birthday-printed-paper-plate-for-birthday-parties-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281040-2_1-se7en-happy-birthday-printed-paper-plate-for-birthday-parties-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281040-3_1-se7en-happy-birthday-printed-paper-plate-for-birthday-parties-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Food contact is safe and ideal for parties, picnics and all occasions.
Disposable plates make cleaning up quick and convenient.
Match your theme colour to make your party complete.","Paper plates are ideal for serving hot and cold food on any special occasion.
Ideal for Theme Parties, Kids Parties, Celebrations etc.","['EAN Code: 8904190717378', 'Manufacturer Name & Marketed by :Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302', 'Country of Origin:India', '","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Paper Plate
Material: Paper
Colour: Red
Weight: 150 g
Package Contents: 10 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Happy Birthday Sash - For Birthday Boy & Girl, Assorted, 1 pc","Se7en Sash Happy Birthday is a premium quality satin sash. It won't wrinkle easily, a sassy way to highlight the birthday girl/boy. You can surprise and make the birthday child feel super special on their special day. It is elegant and stylish, along with being comfortable to wear. It is a great gift for birthdays.",1 pc,pcs,1 pc,1,1,99,89,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190717637'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40281057_1-se7en-sash-happy-birthday-for-birthday-boy-girl-assorted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281057-2_1-se7en-sash-happy-birthday-for-birthday-boy-girl-assorted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281057-3_1-se7en-sash-happy-birthday-for-birthday-boy-girl-assorted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281057-4_1-se7en-sash-happy-birthday-for-birthday-boy-girl-assorted.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made with a premium quality satin sash.
Available in different colours and sizes.
Easy to use and stylish.",Wear this sash on one shoulder for a special birthday celebration.,"[{'EAN Code': '8904190717637'}, {'Manufacturer Name & Marketed by ': 'Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302'}, {'Country of Origin': 'India'}]","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Sash
Material: Cloth
Colour: Multi
Weight: 90 g
Package Contents: 1 Unit",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN I Love U Candle - For Cake Decoration, Anniversaries, Celebrations, Pink, 1 pc","SE7EN Candles are easy to satisfy your decoration needs and leave a deep impression on guests. These cake candles fit many occasions having a cake such as birthday parties, weddings, corporate events, celebrations and proposals, etc., adding brilliance to your cakes. Whether you're celebrating a themed birthday or anniversary. Pair this candle with other number candles or cake toppers to create a custom cake for any occasion. Kindly light the candle under adult supervision.",1 pc,pcs,1 pc,1,1,79,69,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190716999'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40281011_1-se7en-i-love-u-candle-for-cake-decoration-anniversaries-celebrations-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281011-2_1-se7en-i-love-u-candle-for-cake-decoration-anniversaries-celebrations-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cute and Beautiful.
Attractive designs are available.
Non-toxic material.
A perfect cake topper.","It is used for Room and party decoration, Kids' Theme Birthday party decoration, anniversary decoration and wedding decoration.","[{'EAN Code': '8904190716999'}, {'Manufacturer Name & Marketed by ': 'Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302'}, {'Country of Origin': 'India'}]","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Candle
Material: Wax
Colour: Pink
Weight: 59.6 g
Package Contents: 1 pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Its My Birthday Sash - For Birthday Boy, Girl, Assorted, 1 pc","Se7en Sash - It's My Birthday is a premium quality satin sash. It won't wrinkle easily, a sassy way to highlight the birthday girl/boy. You can surprise and make the birthday child feel super special on their special day. It is elegant and stylish, along with being comfortable to wear. It is a great gift for birthdays.",1 pc,pcs,1 pc,1,1,149,145,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190717651'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40237683_1-bvishal-it-is-my-birthday-sash-premium-quality-satin-material.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237683-2_1-bvishal-it-is-my-birthday-sash-premium-quality-satin-material.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237683-3_1-bvishal-it-is-my-birthday-sash-premium-quality-satin-material.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237683-4_1-bvishal-it-is-my-birthday-sash-premium-quality-satin-material.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237683-5_1-bvishal-it-is-my-birthday-sash-premium-quality-satin-material.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237683-6_1-bvishal-it-is-my-birthday-sash-premium-quality-satin-material.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made with a premium quality satin sash.
Available in different colours and sizes.
Easy to use and stylish.",Wear this sash on one shoulder for a special birthday celebration.,"['EAN Code: 8904190717651', 'Manufacturer Name & Marketed by :Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302', 'Country of Origin:India', '","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Sash
Material: Cloth
Colour: Assorted
Weight: 17 g
Package Contents: 1 Unit",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Lotus Candle - For Cake Decoration, Birthday Parties, Weddings, Anniversaries, Pink, 1 pc","SE7EN Candles are easy to satisfy your decoration needs and leave a deep impression on guests. These cake candles fit many occasions having a cake such as birthday parties, weddings, corporate events, celebrations and proposals, etc., adding brilliance to your cakes. Whether you're celebrating a themed birthday or anniversary. Pair this candle with other number candles or cake toppers to create a custom cake for any occasion. Kindly light the candle under adult supervision.",1 pc,pcs,1 pc,1,1,79,59,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['6922276332767'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40196508_2-b-vishal-lotus-candle-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40196508-2_2-b-vishal-lotus-candle-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40196508-3_1-b-vishal-lotus-candle-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40196508-4_1-b-vishal-lotus-candle-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40196508-5_1-b-vishal-lotus-candle-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cute and Beautiful.
Attractive designs are available.
Non-toxic material.
A perfect cake topper.","It is used for Room and party decoration, Kids' Theme Birthday party decoration, anniversary decoration and wedding decoration.","['EAN Code: 6922276332767', 'Manufacturer Name & Marketed by :Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302', 'Country of Origin:India', '","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Candle
Material: Wax
Colour: Pink
Weight: 80.6 g
Package Contents: 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,SE7EN,"SE7EN Number 0 Candle - For Cake Decoration, Birthday Parties, Anniversaries, Multicolour, 1 pc",Celebrate your birthday with these fab birthday candles. Combine them with any of our other number birthday cake candles 0 - 9 and donÂÂ™t forget to make a wish. Premium quality birthday number candle with lovely colours. Beautifully designed birthday number candle with vibrant colours for girls and boys. Provide a rich and unique look to the birthday cake.,1 pc,pcs,1 pc,1,1,29,25,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190701476'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40281001_1-se7en-number-0-candle-for-cake-decoration-birthday-parties-anniversaries-multicolour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281001-2_1-se7en-number-0-candle-for-cake-decoration-birthday-parties-anniversaries-multicolour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Beautifully designed birthday number candle with vibrant colours for girls, boys and kids.
Creative cake decoration for your shower party/birthday/anniversary celebration.
Attractive.","Candles are a great way to brighten up a birthday/Anniversary party.
Celebrate your child's birthday.
Kids love celebrating their Birthdays and getting a year older.
Let them say it out loud with this age number candle - use this as a single number or combo with another as need be.","[{'EAN Code': '8904190701476'}, {'Manufacturer Name & Marketed by ': 'Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302'}, {'Country of Origin': 'India'}]","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Number Candle
Material: Wax
Colour: Multicolour
Weight: 11.3 g
Package Contents: 1 pc",-
