L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Fevicryl,"Fevicryl Acrylic Colours Lilac Kit - 6 Shades, DIY Paint, Rich Pigment, Suitable For Canvas, Wood, Leather, 60 ml","Enjoy painting with a wide range of Fevicryl Acrylic colours. These are fast-drying colours that are water-soluble but become water-resistant when dry. Available to you in many different shades and sizes. You can use them to decorate a variety of bases, such as earthenware, leather, glass, wood, paper and canvas. These colours are ready to use and do not require any special additives for preparation. This product is suitable for painting clothes, glass, mirrors, and transparent acrylic sheets.",60 ml,ml,60 ml,1,1,100,95,Pidilite Industries Limited,India,['40087817'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40087817_3-pidilite-fevicryl-lilac-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087817-2_1-pidilite-fevicryl-lilac-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087817-3_1-pidilite-fevicryl-lilac-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087817-4_1-pidilite-fevicryl-lilac-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087817-5_1-pidilite-fevicryl-lilac-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087817-6_1-pidilite-fevicryl-lilac-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087817-7_1-pidilite-fevicryl-lilac-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087817-8_1-pidilite-fevicryl-lilac-kit.jpg,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Craft acrylics can be used on surfaces - canvas, wood, metal, fabrics, and ceramics.
They are used in decorative painting techniques and faux finishes to decorate objects of ordinary life.","['EAN Code: 40087817', 'Country of origin: India', 'Manufactured by: Pidilite Industries Limited ', ]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",Item Dimensions L x W x H: 9 x 3 x 24 Millimeters,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Fevicryl,"Fevicryl Acrylic Colours Pearl Kit - 6 Shades, Suitable For Wood, Glass, Canvas, 60 ml","This Fevicryl Kit Provides all Types of Colours required to Professional Artists. Enjoy painting with a wide range of Fevicryl Acrylic colours. These are fast-drying colours that are water-soluble but become water-resistant when dry. Available to you in many different shades and sizes. You can use them to decorate a variety of bases, such as earthenware, leather, glass, wood, paper and canvas. These colours are ready to use and do not require any special additives for preparation. This product is suitable for painting clothes, glass, mirrors, and transparent acrylic sheets.",60 ml,ml,60 ml,1,1,125,105,Pidilite Industries Limited,India,['40087818'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40087818_4-pidilite-fevicryl-pearl-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087818-2_1-pidilite-fevicryl-pearl-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087818-3_1-pidilite-fevicryl-pearl-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087818-4_1-pidilite-fevicryl-pearl-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087818-5_1-pidilite-fevicryl-pearl-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087818-6_1-pidilite-fevicryl-pearl-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087818-7_1-pidilite-fevicryl-pearl-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087818-8_1-pidilite-fevicryl-pearl-kit.jpg,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Craft acrylics can be used on surfaces - canvas, wood, metal, fabrics, and ceramics.
They are used in decorative painting techniques and faux finishes to decorate objects of ordinary life.
Although colours can be mixed, pigments are often not specified.","['EAN Code: 40087818', 'Country of origin: India', 'Manufactured by: Pidilite Industries Limited ', ]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",Item Dimensions L x W x H: 10 x 7.5 x 4 Centimeters,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Fevicryl,"Fevicryl Acrylic Colours Pearl Metallic Kit - For Fabric & Art Painting, Multicolour, 10 ml 4 Shades","Fevicryl Pearl Metallic Colours are an innovative range of hobby colours, from Pidilite. They are ready-to-use and do not require any medium. They are easy to handle, non-toxic and are available in brilliant colours. Creating stain glass effects with Fevicryl Pearl Metallic Colours is safe for children. It gives a sparkling effect on fabric Wash proof material and no separate medium is required.",10 ml 4 Shades,ml,10 ml 4 Shades,1,1,100,89,Pidilite Industries Limited,India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40006131_3-fevicryl-colors-acrylic-pearl-metallic-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006131-2_1-fevicryl-colors-acrylic-pearl-metallic-kit.jpg,-,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  ']",-,-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Fevicryl,"Fevicryl Acrylic Colours Sunflower Kit - DIY Paint, Rich Pigment, Suitable For Canvas, Wood, Leather, 15 ml (Pack of 10)","Vibrant Colours: Make paintings pop out using the 10 vibrant shades. The Sunflower Acrylic has acrylic colours for creating art and tones that bring out the artistic mood. It lets artists give depth and dimension to their creations. Multisurface Use: The Fevicryl Lilac Kit comprises vibrant painting colours and shades that work across a wide variety of mediums. Apply these paints to various surfaces like wood, canvas, leather, terracotta and even fabrics.",15 ml (Pack of 10),ml,15 ml (Pack of 10),10,1,250,215,"? Doshi & Co.,",India,['8901860512110'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40006116_6-pidilite-fevicryl-acrylic-sunflower-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006116-2_4-pidilite-fevicryl-acrylic-sunflower-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006116-3_4-pidilite-fevicryl-acrylic-sunflower-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006116-4_4-pidilite-fevicryl-acrylic-sunflower-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006116-5_4-pidilite-fevicryl-acrylic-sunflower-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006116-6_4-pidilite-fevicryl-acrylic-sunflower-kit.jpg,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Multi-surface use: The Fevicryl Acrylic Sunflower Kit comprises vibrant painting colours and refined shades that work across a wide variety of mediums. 
Beginner-friendly: No need to be an expert artist to use this.","Grab a piece of cloth or paper, set up your colouring palette and get ready to have a fun time.","['EAN Code: 8901860512110', 'Manufacturer Name & Address:? Doshi & Co.,', 'Marketed by: Pidilite Industries Pvt. Ltd.,', 'Consumer care: PO Box No. 17411, Mumbai-400059', 'Tollfree 18002666066', 'csc@pidilite.com', 'Country of Origin: India', ]","Pidilite Industries Pvt. Ltd.,",-,-,-,-,"Brand:- Fevicryl.
Type:- Acrylic paint.
Colour:- Multi colour.
Size/Capacity:- 150g, 10 bottles, 15 ml each.
Features:- Vibrant Colours, Multisurface Use, Non-Toxic and Safe, Very Beginner-Friendly.
Package Content:- 1 pc.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Fevicryl,"Fevicryl Acrylic Pouring DIY Kit - Colours, Pouring Mediums & Silicon Oil, For Fluid Art, 1 pc (100 ml Each)","Create Abstract Art: The kit enables you to produce beautiful, vibrant, and vivid colours to create unique abstract art. You can experiment with different techniques to make memorable and standout pieces. No expertise needed: You do not need any special skills or knowledge to use this DIY painting kit. An affinity for colours and a love of painting are all it takes to produce the first masterpiece you can frame at home.",1 pc (100 ml Each),pc - ml,1 pc (100 ml Each),1,1,275,259,"Doshi & Company, Bldg. No. 2, Hissa No. 2 & 3, Plot no. 66, Naikwada, Valiv Vasai East, Palghar,401 208.",India,['8901860755197'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40207427_2-pidilite-acrylic-pouring-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207427-2_2-pidilite-acrylic-pouring-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207427-3_1-pidilite-acrylic-pouring-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207427-4_1-pidilite-acrylic-pouring-kit.jpg,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901860755197', 'Manufacturer Name and Address: Doshi & Company, Bldg. No. 2, Hissa No. 2 & 3, Plot no. 66, Naikwada, Valiv Vasai East, Palghar,401 208.', 'Marketed by: Pidilite Ind. Ltd. Ram Krishna Mandir Road, Kondivita, Marol. Andheri East Mumbai 400059.', 'Country of origin: India', 'Best before 25-02-2024', ]","Pidilite Ind. Ltd. Ram Krishna Mandir Road, Kondivita, Marol. Andheri East Mumbai 400059.",-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Fevicryl,"Fevicryl All-In-One Canvas Painting Kit - Prevents Seepage, Pure Cotton Board, 4 pcs","Sturdy and long-lasting acrylic and oil canvas pads for painting, mixed media drawings, and sketching. Unleash your imagination and let your ideas go wild with these. This fine art canvas board set is crafted from 100% pure cotton. Cotton canvas boards last a long time, are stretchable and very flexible as a painting medium for artists. Never worry about paints leaking from the back of these boards. The canvas has a double acrylic titanium priming that prevents any seepages from occurring on the rear side. The colouring kit is safe for use by young artists. The paints are made using non-toxic substances and pose no health risk. The clean-up is also very easy after you're done creating art projects.",4 pcs,pcs,4 pcs,4,1,199,185,"Pidilite Industries Ltd. Regent Chambers, Mumbai, Maharashtra - 400021, India.",India,['40238738'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238738_2-fevicryl-all-in-one-canvas-painting-kit-prevents-seepage-pure-cotton-board.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238738-2_2-fevicryl-all-in-one-canvas-painting-kit-prevents-seepage-pure-cotton-board.jpg,-,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sturdy canvas
100% cotton canvas
Zero percolation
Non-toxic and safe","MULTISURFACE USE: The Fevicryl Acrylic Kit comprises vibrant painting colours and refined shades that work across a wide variety of mediums. Apply these paints to various surfaces like wood, canvas, paper, leather, terracotta and even fabrics","['EAN Code: 40238738', 'Manufacturer Name & Marketed by Address:Pidilite Industries Ltd. Regent Chambers, Mumbai, Maharashtra - 400021, India.', 'Consumer care: PO Box No. 17411, Mumbai-400059', 'Tollfree 18002666066', 'csc@pidilite.com', 'Country of Origin:India',  ]","Pidilite Industries Ltd. Regent Chambers, Mumbai, Maharashtra - 400021, India.",-,-,-,-,"1. Brand :- Fevicryl.
2. Type :- Canvas Board.
3. Material :- 100% pure cotton.
4. Colour :- White.
5. Size/Capacity :- 80g.
6. Features:- Sturdy Canvas, Cotton Canvas, Zero Percolation, Environment-friendly, Perfect gift.
7. Package Content:- 4 pc.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Fevicryl,"Fevicryl Fabric Glue - No Stitch, For Sticking Beads, Laces, Ribbons & Foils, 12x10, 80 g","Pidilite Fevicryl is a fabric glue having a strong bond and are known for their instant sticking. This glue has a pointed tip for easy application. It is used for sticking embellishments. It is used for decoration purpose on many fabrics. It is made of superior quality, non-toxic, non-staining, and hygiene.",80 g,g,80 g,1,1,35,35,Pidilite Industries Limited,India,['8901860520290'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40087819_3-pidilite-fevicryl-no-stitch-fabric-glue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087819-2_1-pidilite-fevicryl-no-stitch-fabric-glue.jpg,-,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made of superior quality, is non-toxic and hygiene.
It is used for decoration purposes.",Use it for embellishments on fabric.,"['EAN Code: 8901860520290', 'Country of origin: India ', 'Manufactured by: Pidilite Industries Limited', ]",-,-,-,-,-,"Brand :- Fevicryl.
Type :- Glue.
Weight :- 80 g
Package Content :- 1 Pcs.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Fevicryl,"Fevicryl Mould It Epoxy Compound Clay Kit - Used For DIY, Art, Decorations, 900 g","Fevicryl Mouldit clay is used to mould and create shapes and 3D works of all art like wall hangings, vases, murals, etc. Get the malleability of clay coupled with the binding strength of epoxy resin with Fevicryl Mouldit. Fevicryl MouldIt comes with a strong art resin epoxy mould base & hardener, which need to be mixed together to get a solid solution. By mixing them together, it ™s easier to mould the product to your liking. This DIY moulding clay kit product is non-sticky in nature, making it easier to work with. It is also soft and pliable, so it becomes easier to mould to your preference and liking. Ideal Dry time - The setting time is 90 minutes which is perfect for any aspiring artist as it becomes easier to work with for both professionals and amateurs.",900 g,g,900 g,1,1,300,245,"Doshi & Co.,",India,['8901860546764'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238733_2-fevicryl-mould-it-epoxy-compound-clay-kit-used-for-diy-art-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238733-2_1-fevicryl-mould-it-epoxy-compound-clay-kit-used-for-diy-art-decorations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238733-3_1-fevicryl-mould-it-epoxy-compound-clay-kit-used-for-diy-art-decorations.jpg,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Strong Resin Base
2. Non-sticky nature","This versatile DIY craft material is ideal for doing projects that range from tiny jewelry to large murals, making it a great product for aspiring and professional artists.","['EAN Code: 8901860546764', 'Manufacturer Name & Address: Doshi & Co.,', 'Marketed by: Pidilite Industries Pvt. Ltd.,', 'Consumer care: PO Box No. 17411,Mumbai-400059', 'Tollfree 18002666066', 'csc@pidilite.com', 'Country of Origin:India',  ]","Pidilite Industries Pvt. Ltd.,",-,-,-,-,"1. Brand :- Fevicryl.
2. Type :- Clay.
3. Material :- Clay.
4. Colour :- White.
5. Size/Capacity :- 900G.
6. Features:- Strong Resin Base, Non-sticky, Used for many types of artwork. 
7. Package Content:- 1 pc.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Fevigum,"Fevigum Adhesive - Non-Toxic, Used In Crafts, Projects, DIY & Decorations, Lime Fragrance, 200 ml","The Fevigum 200 ml lime fragrance glue is ideal for creative and academic projects. Fevigum is a paper sticking adhesive best for school crafts. The non-toxic glue is ideal for young children. The lime fragrance makes it your kids favourite art and craft tool in no time. This synthetic gum with a tangy lime fragrance is non-toxic, hygienic, and safe for kids. Since its inception in 1959, Pidilite Industries Limited has been a pioneer in consumer and specialities chemicals in India.",200 ml,ml,200 ml,1,1,40,40,"SHEIL INDUSTRIES, SHEIL INDUSTRIES PLOT 1819, 3RD PHASE G.I.D.C, VAPI IE, VALSAD, GUJARAT-396195",India,['40184859'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40184859_8-pidilite-fevigum-squeezy-lime-fragrance.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184859-2_3-pidilite-fevigum-squeezy-lime-fragrance.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184859-3_3-pidilite-fevigum-squeezy-lime-fragrance.jpg,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It can be used in handicrafts, arts, homes, offices, etc.
Ideal for a paper to paper bonding.","['EAN Code: 40184859', 'Country of origin: India ', 'Manufactured by: SHEIL INDUSTRIES, SHEIL INDUSTRIES PLOT 1819, 3RD PHASE G.I.D.C, VAPI IE, VALSAD, GUJARAT-396195', 'Best Before __PSL__ days from the delivery date', ]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",Item Dimensions LxWxH : 5 x 5 x 19 millimeters.,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Fevikwik,"Fevikwik Gel - One Drop Instant Adhesive, For Glass, Leather, Wood, Ceramic & Plastic, 3 g",Fevikwik Adhesive is quick to stick your broken pieces by a drop of it. It is good at bonding the ambient condition without entailing an external energy supply. The glue dries immediately and a tiny amount is required to achieve a strong bond. Nail polish remover can be used to debone the glue. It is a low viscous cyanoacrylate adhesive to bond close-fitting parts or components. The bonding is effective due to the product's wicking ability. Product Dimensions :10 x 2.5 x 2.5 cm; 10 Grams.,3 g,g,3 g,1,1,30,30,"Bethel Industries,, Bethel Industries, W-68, Midc, Taloja Industrial Area, Taloja, Dist. Raigad, Maharashtra -410208",India,['8901860010142'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40087825_4-pidilite-fevikwik-sm-one-drop-instant-adhesive.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087825-2_3-pidilite-fevikwik-sm-one-drop-instant-adhesive.jpg,-,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fevikwik Gel: These are multipurpose Fevikwik gel having a strong bond, known for its instant sticking. They are acid-free, pressure-sensitive and safer than a hot glue gun.
Strong Bond: It has a strong bond that helps stick on materials. Fevikwik gel is being used on multiple surfaces with varied substrates as embellishments.
Smooth Application: Apart from the rotational opening and easy to apply functionality, this gel provides you with a smooth applying experience without much hassle.
Ideal For: Ideal for various arts, crafts, displays at homes, offices, retail malls, banks, etc. It can be used on surfaces like wood, rubber, cardboard, metal, ceramics and plastics.
Superior Quality: Fevikwik gel is a glue that has superior quality in terms of bonding. It is non-toxic, non-staining and hygiene.","Fevikwik is a special epoxy cyanoacrylate super glue used for adhesive bonding.
It can bond almost anything instantly.","['EAN Code: 8901860010142', 'Country of origin: India ', 'Manufactured by: Bethel Industries,, Bethel Industries, W-68, Midc, Taloja Industrial Area, Taloja, Dist. Raigad, Maharashtra -410208', ]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Fevikwik,"Fevikwik Gel - One Drop Instant Adhesive, For Glass, Leather, Wood, Ceramic & Plastic, 3 x 3 g Multipack",Fevikwik Adhesive is quick to stick your broken pieces by a drop of it. It is good at bonding the ambient condition without entailing an external energy supply. The glue dries immediately and a tiny amount is required to achieve a strong bond. Nail polish remover can be used to debone the glue. It is a low viscous cyanoacrylate adhesive to bond close-fitting parts or components. The bonding is effective due to the product's wicking ability.,3 x 3 g Multipack,g,3 x 3 g Multipack,1,1,90,90,"Bethel Industries,, Bethel Industries, W-68, Midc, Taloja Industrial Area, Taloja, Dist. Raigad, Maharashtra -410208",India,['1222683'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222683_1-fevikwik-gel-one-drop-instant-adhesive-for-glass-leather-wood-ceramic-plastic.jpg,-,-,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fevikwik Gel: These are multipurpose Fevikwik gel having a strong bond, known for its instant sticking. They are acid-free, pressure-sensitive, and safer than a hot glue gun.
Strong Bond: It has a strong bond that helps stick on materials. Fevikwik gel is being used on multiple surfaces with varied substrates as embellishments.
Smooth Application: Apart from the rotational opening and easy to apply functionality, this gel provides you with a smooth applying experience without much hassle.
Ideal For: Ideal for various arts, crafts, displays at homes, offices, retail malls, banks, etc. It can be used on surfaces like wood, rubber, cardboard, metal, ceramics, and plastics.
Superior Quality: Fevikwik gel is a glue that has superior quality in terms of bonding. It is non-toxic, non-staining and hygiene.","Fevikwik is a special epoxy cyanoacrylate super glue used for adhesive bonding.
It can bond anything instantly.","['EAN Code: 1222683', 'Country of origin: India ', 'Manufactured by: Bethel Industries,, Bethel Industries, W-68, Midc, Taloja Industrial Area, Taloja, Dist. Raigad, Maharashtra -410208', ]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Fevikwik,"Fevikwik Gel - One Drop Instant Adhesive, For Metal, Rubber, Leather, Wood & Plastic, 2 g",Fevikwik Adhesive is quick to stick your broken pieces by a drop of it. It is good at bonding the ambient condition without entailing an external energy supply. The glue dries immediately and a tiny amount is required to achieve a strong bond. Nail polish remover can be used to debone the glue. It is a low viscous cyanoacrylate adhesive to bond close-fitting parts or components. The bonding is effective due to the product's wicking ability.,2 g,g,2 g,1,1,20,20,"Fevikwik, Bethel Industries, W-68, Midc, Taloja Industrial Area, Taloja, Dist. Raigad, Maharashtra -410208 In case of complaints contact Consumer care, PO Box No. 17411, Mumbai-400059. Tollfree 18002666066 csc@pidilite.com",India,['40006110'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40006110_5-pidilite-fevikwik-one-drop-instant-adhesive.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006110-2_1-pidilite-fevikwik-one-drop-instant-adhesive.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006110-3_1-pidilite-fevikwik-one-drop-instant-adhesive.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006110-4_1-pidilite-fevikwik-one-drop-instant-adhesive.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006110-5_1-pidilite-fevikwik-one-drop-instant-adhesive.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006110-6_1-pidilite-fevikwik-one-drop-instant-adhesive.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006110-7_1-pidilite-fevikwik-one-drop-instant-adhesive.jpg,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fevikwik Gel: These are multipurpose Fevikwik gel having a strong bond, known for its instant sticking. They are acid-free, pressure-sensitive and safer than a hot glue gun.
Strong Bond: It has a strong bond that helps stick on materials. Fevikwik gel is being used on multiple surfaces with varied substrates as embellishments.
Smooth Application: Apart from the rotational opening and easy to apply functionality, this gel provides you with a smooth applying experience without much hassle.
Ideal For: Ideal for various arts, crafts, displays at homes, offices, retail malls, banks, etc. It can be used on surfaces like wood, rubber, cardboard, metal, ceramics and plastics.
Superior Quality: Fevikwik gel is a glue that has superior quality in terms of bonding. It is non-toxic, non-staining and hygiene.","Fevikwik is a special epoxy cyanoacrylate super glue used for adhesive bonding.
It can bond almost anything instantly.","['EAN Code: 40006110', 'Country of origin: India ', 'Manufactured by: Fevikwik, Bethel Industries, W-68, Midc, Taloja Industrial Area, Taloja, Dist. Raigad, Maharashtra -410208 In case of complaints contact Consumer care, PO Box No. 17411, Mumbai-400059. Tollfree 18002666066 csc@pidilite.com', ]",-,-,-,-,"In case of skin, bond soak in nail polish remover or warm water and slowly peel.
Keep out of children.",-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Fevikwik,"Fevikwik Gel - One Drop Instant Adhesive, Non Drip, For Metal, Rubber, Leather, Wood & Plastic, 3 g",Fevikwik Adhesive is quick to stick your broken pieces by a drop of it. It is good at bonding the ambient condition without entailing an external energy supply. The glue dries immediately and a tiny amount is required to achieve a strong bond. Nail polish remover can be used to debone the glue. It is a low viscous cyanoacrylate adhesive to bond close-fitting parts or components. The bonding is effective due to the product's wicking ability.,3 g,g,3 g,1,1,30,30,"Fevikwik, Bethel Industries, W-68, Midc, Taloja Industrial Area, Taloja, Dist. Raigad, Maharashtra -410208 In case of complaints contact Consumer care, PO Box No. 17411, Mumbai-400059. Tollfree 18002666066 csc@pidilite.com",India,['8901860010797'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40087827_4-pidilite-fevikwik-one-drop-instant-adhesive-gel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087827-2_2-pidilite-fevikwik-one-drop-instant-adhesive-gel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087827-3_2-pidilite-fevikwik-one-drop-instant-adhesive-gel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087827-4_2-pidilite-fevikwik-one-drop-instant-adhesive-gel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087827-5_2-pidilite-fevikwik-one-drop-instant-adhesive-gel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087827-6_2-pidilite-fevikwik-one-drop-instant-adhesive-gel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087827-7_2-pidilite-fevikwik-one-drop-instant-adhesive-gel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087827-8_2-pidilite-fevikwik-one-drop-instant-adhesive-gel.jpg,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fevikwik Gel: These are multipurpose Fevikwik gel having a strong bond, known for its instant sticking. They are acid-free, pressure-sensitive and safer than a hot glue gun.
Strong Bond: It has a strong bond that helps stick on materials. Fevikwik gel is being used on multiple surfaces with varied substrates as embellishments.
Smooth Application: Apart from the rotational opening and easy to apply functionality, this gel provides you with a smooth applying experience without much hassle.
Ideal For: Ideal for various arts, crafts, displays at homes, offices, retail malls, banks, etc. It can be used on surfaces like wood, rubber, cardboard, metal, ceramics and plastics.
Superior Quality: Fevikwik gel is a glue that has superior quality in terms of bonding. It is non-toxic, non-staining and hygiene.","Fevikwik is a special epoxy cyanoacrylate super glue used for adhesive bonding.
It can bond almost anything instantly.
Instant adhesive works on most plastics, wood, rubber, metal, etc.","[{'EAN Code': '8901860010797'}, {'Country of origin': 'India'}| }]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",-,-
