L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,From The Brand,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic Sugar/Sakkare, 1 kg Pouch","Sugar occupies a very unique place in our culture. Sugar is a simple carbohydrate that is used in a variety of recipes from simple tea to gourmet Tiramisu. 24 Mantra Organic Sugar is made from a certified organic sugarcane crop. Our organic sugar is 100 % Organic, made without synthetic pesticides and without synthetic GMOs. It is made by physical processes. No chemical process is involved in refining.
Any auspicious moment or happy incident is marked by eating sweet which is a taste usually contributed by sugar. Make healthy sweets, puddings or whichever dessert you like with our organic sugar.
The 24 Mantra Advantage. In our Mantra we have integrated the ancient wisdom Tvam Bhumir Apo Analo Anilo Nabha (You alone are Earth, Water, Fire, Air, Ether).
We work directly with over 45,000 farmers in 15 States on 2,25,000 acres.
Unique farm to kitchen traceability to ensure organic integrity, purity and consistent quality.
Help small & marginal farmers to create sustainable livelihoods.
Enjoy food adhering to international standards.
24 Mantra Organic products are also sold in the USA, Canada, Europe and Middle East Countries.
More than 200 products.
Start living an organic life from today.",1 kg Pouch,kg,1 kg Pouch,1,1,145,145,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083506966'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40012925_5-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-2_3-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-3_3-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-4_3-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-5_2-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-6_2-24-mantra-organic-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904083506966'}, {'Manufactured & Marketed by': 'Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,"100 % Organic
Grown without synthetic Pesticides
Grown without synthetic GMOs
No chemical process involved in refining
USDA & EU Certified
Contains no sulfur
Sugar is the source of sweetness
The best source of instant energy
Makes fermentation possible
Caramelization is sugar-based",-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic Sugar/Sakkare, 1 kg Pouch","Sugar occupies a very unique place in our culture. Sugar is a simple carbohydrate that is used in a variety of recipes from simple tea to gourmet Tiramisu. 24 Mantra Organic Sugar is made from a certified organic sugarcane crop. Our organic sugar is 100 % Organic, made without synthetic pesticides and without synthetic GMOs. It is made by physical processes. No chemical process is involved in refining.
Any auspicious moment or happy incident is marked by eating sweet which is a taste usually contributed by sugar. Make healthy sweets, puddings or whichever dessert you like with our organic sugar.
The 24 Mantra Advantage. In our Mantra we have integrated the ancient wisdom Tvam Bhumir Apo Analo Anilo Nabha (You alone are Earth, Water, Fire, Air, Ether).
We work directly with over 45,000 farmers in 15 States on 2,25,000 acres.
Unique farm to kitchen traceability to ensure organic integrity, purity and consistent quality.
Help small & marginal farmers to create sustainable livelihoods.
Enjoy food adhering to international standards.
24 Mantra Organic products are also sold in the USA, Canada, Europe and Middle East Countries.
More than 200 products.
Start living an organic life from today.",1 kg Pouch,kg,1 kg Pouch,1,1,145,145,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083506966'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40012925_5-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-2_3-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-3_3-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-4_3-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-5_2-24-mantra-organic-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012925-6_2-24-mantra-organic-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904083506966'}, {'Manufactured & Marketed by': 'Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,"100 % Organic
Grown without synthetic Pesticides
Grown without synthetic GMOs
No chemical process involved in refining
USDA & EU Certified
Contains no sulfur
Sugar is the source of sweetness
The best source of instant energy
Makes fermentation possible
Caramelization is sugar-based",-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic Toor Dal/Togari Bele, 1 kg Pouch","Pulses are a boon to vegetarians and vegans. Legumes including Toor dal are of major importance in our diet contributing as the main source of plant protein. Among legumes, Toor dal is predominantly grown and consumed in India and is also known as red gram and arhar dal. We cannot find a kitchen in India without Toor dal.
Since 24 Mantra Organic Toor Dal/Tur Dal/Arhar Dal is unpolished it is a good source of dietary fibre with minimal processing. Toor Dal/Tur Dal/Arhar Dal is a good source of minerals such as magnesium and iron. It is 100 % Organic, grown without synthetic pesticides and grown without synthetic GMOs.",1 kg Pouch,kg,1 kg Pouch,1,1,280,280,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083505808'],-,https://datalabs.siva3.io/image/Eunimart_groceries_301974_3-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-2_4-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-3_4-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-4_4-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-5_2-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-6_2-24-mantra-organic-toor-dal.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904083505808'}, {'Manufactured & Marketed by': 'Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,"100 % Organic. 
Grown without synthetic Pesticides. 
Grown without synthetic GMOs.
Unpolished Dal.
The best protein source for vegetarians.
Beneficial to reduce risk of cardiovascular disease and type 2 diabetes.
Helps to maintain ideal body weight.
A good source of dietary fibre.
Contains bio-active compounds.",-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic Toor Dal/Togari Bele, 1 kg Pouch","Pulses are a boon to vegetarians and vegans. Legumes including Toor dal are of major importance in our diet contributing as the main source of plant protein. Among legumes, Toor dal is predominantly grown and consumed in India and is also known as red gram and arhar dal. We cannot find a kitchen in India without Toor dal.
Since 24 Mantra Organic Toor Dal/Tur Dal/Arhar Dal is unpolished it is a good source of dietary fibre with minimal processing. Toor Dal/Tur Dal/Arhar Dal is a good source of minerals such as magnesium and iron. It is 100 % Organic, grown without synthetic pesticides and grown without synthetic GMOs.",1 kg Pouch,kg,1 kg Pouch,1,1,280,280,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083505808'],-,https://datalabs.siva3.io/image/Eunimart_groceries_301974_3-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-2_4-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-3_4-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-4_4-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-5_2-24-mantra-organic-toor-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301974-6_2-24-mantra-organic-toor-dal.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904083505808'}, {'Manufactured & Marketed by': 'Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,"100 % Organic. 
Grown without synthetic Pesticides. 
Grown without synthetic GMOs.
Unpolished Dal.
The best protein source for vegetarians.
Beneficial to reduce risk of cardiovascular disease and type 2 diabetes.
Helps to maintain ideal body weight.
A good source of dietary fibre.
Contains bio-active compounds.",-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic Urad - Black (Whole), 500 g Pouch","24 Mantra Black urad is 100 % Organic. It has rich fibre and protein, low fat content. Rich in minerals and B complex vitamins such as potassium and calcium, it is a nutritious adding to the dining table.",500 g Pouch,g,500 g Pouch,1,1,135,135,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083505853'],-,https://datalabs.siva3.io/image/Eunimart_groceries_301975_3-24-mantra-organic-urad-black-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301975-2_3-24-mantra-organic-urad-black-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301975-3_3-24-mantra-organic-urad-black-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301975-4_2-24-mantra-organic-urad-black-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301975-5_1-24-mantra-organic-urad-black-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301975-6_1-24-mantra-organic-urad-black-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301975-7_1-24-mantra-organic-urad-black-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Urad is used to prepare numerous dishes such as purees and soups.,"['EAN Code: 8904083505853', 'Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-06-2023', '","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic Urad Dal/Uddina Bele White - Whole, 500 g Pouch","Pulses are a boon to vegetarians and vegans. Dal is the best protein source for vegetarians. When eaten along with rice or roti (cereal) it provides complete protein like milk or non-vegetarian foods.
24 Mantra Organic Urad Dal whole white is a good source of protein and minerals such as calcium, iron and phosphorous. Our Urad Dal is 100 % Organic, grown without synthetic pesticides and grown without synthetic GMOs.",500 g Pouch,g,500 g Pouch,1,1,145,145,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083505938'],-,https://datalabs.siva3.io/image/Eunimart_groceries_279805_7-24-mantra-organic-urad-dal-white-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279805-2_3-24-mantra-organic-urad-dal-white-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279805-3_3-24-mantra-organic-urad-dal-white-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279805-4_3-24-mantra-organic-urad-dal-white-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279805-5_3-24-mantra-organic-urad-dal-white-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279805-6_2-24-mantra-organic-urad-dal-white-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904083505938', 'Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'FSSAI Number :', 'Best before 30-08-2023', '","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,"100 % Organic. 
Grown without synthetic Pesticides. 
Grown without synthetic GMOs.
Unadulterated.
Unpolished.
Best protein source for vegetarians.
Beneficial to reduce risk of cardiovascular disease and type 2 diabetes.
Beneficial to health because of bio-active compounds which exhibit antioxidant property.",-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic Wheat - Whole, 1 kg Pouch","24 Mantra Organic Whole Wheat is lightly milled version of organic wheat grains ensuring brightness and nutrition.
It has flexible texture and is small on gluten. It is healthy flour as it uses up the whole grain.
The whole wheat is used to make baked dishes with a weighty and thick texture.
Whole wheat is enhanced than refined wheat for fitness. It acts as a successful laxative. It is a rich resource of magnesium.
It significantly lowers the risk for Type 2 Diabetes.",1 kg Pouch,kg,1 kg Pouch,1,1,68,68,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083500476'],-,https://datalabs.siva3.io/image/Eunimart_groceries_301971_7-24-mantra-organic-wheat-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301971-2_1-24-mantra-organic-wheat-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301971-3_1-24-mantra-organic-wheat-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301971-4_1-24-mantra-organic-wheat-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is used to prepare breads and cereals.
It helps in maintenance the gastrointestinal purpose normal.","['EAN Code: 8904083500476', 'Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-06-2023', '","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,-,-,Whole wheat,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic Wheat Daliya, 500 g Pouch","Whole wheat taken in the shredded form called dhaliya is extremely wholesome.
It has been a favourite Indian dish for ages as a nourishing morning breakfast food.
24 Mantra Organic Wheat Daliya is a good source of energy, protein and B vitamins.
Dietary fiber is a significant constituent of dhaliya and also has phytochemicals.
Both these components provide an array of health benefits.Features - Our Wheat Daliya is
100 % Organic
Grown without synthetic Pesticides
Grown without synthetic GMOs
A source of energy
Source of good amount of protein
A Good source of B vitamins
Has a significant amount of dietary fiber which is good for our gut
Beneficial for those who have diabetes and high cholesterol levels in blood
Suitable for fast cooking",500 g Pouch,g,500 g Pouch,1,1,60,60,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083506647'],-,https://datalabs.siva3.io/image/Eunimart_groceries_279852_8-24-mantra-organic-wheat-daliya.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279852-2_3-24-mantra-organic-wheat-daliya.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279852-3_3-24-mantra-organic-wheat-daliya.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279852-4_3-24-mantra-organic-wheat-daliya.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279852-5_3-24-mantra-organic-wheat-daliya.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279852-6_2-24-mantra-organic-wheat-daliya.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279852-7_1-24-mantra-organic-wheat-daliya.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Can be used in making Khichdi, kheer.","['EAN Code: 8904083506647', 'Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-06-2023', '","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,-,-,Wheat Daliya,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic Whole Wheat Atta, 5 kg Pouch","Wheat atta is a staple and is one of the main sources of energy. It also provides a number of essential nutrients such as protein, B vitamins and vitamin E in significant amounts which are beneficial for health. 24 Mantra Organic Atta is made from whole wheat using traditional chakki procedure and brings the old-world goodness of rotis into homes. Therefore, the wheat atta has a significant amount of dietary fibre and phytochemicals which deliver a lot of health benefits. Our Organic Whole Wheat Atta is100 % Organic, grown without synthetic pesticides and grown without synthetic GMOs.",5 kg Pouch,kg,5 kg Pouch,1,1,350,350,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083512400'],-,https://datalabs.siva3.io/image/Eunimart_groceries_448228_8-24-mantra-organic-whole-wheat-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_448228-2_5-24-mantra-organic-whole-wheat-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_448228-3_5-24-mantra-organic-whole-wheat-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_448228-4_5-24-mantra-organic-whole-wheat-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_448228-5_5-24-mantra-organic-whole-wheat-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_448228-6_4-24-mantra-organic-whole-wheat-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_448228-7_4-24-mantra-organic-whole-wheat-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_448228-8_3-24-mantra-organic-whole-wheat-atta.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Wheat flour is used in the baking of bread. Wheat is the major ingredient in most bread, rolls, crackers, cookies, biscuits, cakes, doughnuts, muffins, pancakes, waffles, noodles, pie crusts, ice cream cones, macaroni, spaghetti, puddings, pizza, and many prepared hot and cold breakfast foods.","[{'EAN Code': '8904083512400'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078'}]",-,-,-,"100 % Organic
Grown without synthetic Pesticides
Grown without synthetic GMOs
Made by traditional chakki method and is not refined
A major source of energy in our diet
A good source of protein
A good source of B vitamins and vitamin E
Rich in bran which contains a significant amount of dietary fibre which is good for our gut
Beneficial for those who have diabetes and high cholesterol levels in the blood",-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic-GaramMasala, 50g Carton",24LetterMantraOrganic-GaramMasalaisablendofgroundspiceswithalluringfragrantisalwayshelpfultobringgoodflavoraswellasfreshsmelltoourcuisines.,50g Carton,g,50g Carton,1,1,80,80,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[301990],-,https://datalabs.siva3.io/image/Eunimart_groceries_301990_2-24-mantra-organic-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301990-2_2-24-mantra-organic-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301990-3_2-24-mantra-organic-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301990-4_2-24-mantra-organic-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301990-5_2-24-mantra-organic-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301990-6_1-24-mantra-organic-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301990-7_1-24-mantra-organic-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301990-8_1-24-mantra-organic-garam-masala.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EANCode:301990 Manufactured&Marketedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Countryoforigin:India FSSAINumber: Bestbefore30-07-2022 ,]","301990 Manufactured&Marketedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Countryoforigin:India FSSAINumber: Bestbefore30-07-2022 ForQueries/Feedback/Complaints,ContactourCustomerCareExecutiveat:Phone:18601231000|Address:InnovativeRetailConceptsPrivateLimited,RankaJunction4thFloor,TinFactorybusstop.KRPuram,Bangalore-560016Email:customerservice@bigbasket.com",-,-,-,-,"Cumin,Coriander,Cardamom, Blackpepper,Clove, CinnamonareOrganic",-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra OrganicCorianderPowder, 100g Pouch","Oneofthemostusefulessentialoil-bearing,aswellasamedicinalplant,isCoriandrumsativumL.
Corianderpowder/Kothamallipowder/Kothamaillipodi/Kothamallithool/Kottamallivitai/Methipowderisgoodfordigestion.
24MantraOrganicCorianderPowder/Kothamallipowder/Kothamaillipodi/Kothamallithool/Kottamallivitai/Methipowderismadefromunadulterated,organiccorianderseeds.
Theseedsarecleanedandgroundintopowder.",100g Pouch,g,100g Pouch,1,1,65,65,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[279860],-,https://datalabs.siva3.io/image/Eunimart_groceries_279860_7-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-2_3-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-3_3-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-4_3-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-5_2-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-6_2-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-7_2-24-mantra-organic-coriander-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EANCode:279860 Manufactured&Marketedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Countryoforigin:India FSSAINumber: Bestbefore30-07-2022 ,]","279860 Manufactured&Marketedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Countryoforigin:India FSSAINumber: Bestbefore30-07-2022 ForQueries/Feedback/Complaints,ContactourCustomerCareExecutiveat:Phone:18601231000|Address:InnovativeRetailConceptsPrivateLimited,RankaJunction4thFloor,TinFactorybusstop.KRPuram,Bangalore-560016Email:customerservice@bigbasket.com",-,-,-,-,OrganicCorianderPowder,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra OrganicCorianderPowder, 100g Pouch","Oneofthemostusefulessentialoil-bearing,aswellasamedicinalplant,isCoriandrumsativumL.
Corianderpowder/Kothamallipowder/Kothamaillipodi/Kothamallithool/Kottamallivitai/Methipowderisgoodfordigestion.
24MantraOrganicCorianderPowder/Kothamallipowder/Kothamaillipodi/Kothamallithool/Kottamallivitai/Methipowderismadefromunadulterated,organiccorianderseeds.
Theseedsarecleanedandgroundintopowder.",100g Pouch,g,100g Pouch,1,1,65,65,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[279860],-,https://datalabs.siva3.io/image/Eunimart_groceries_279860_7-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-2_3-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-3_3-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-4_3-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-5_2-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-6_2-24-mantra-organic-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279860-7_2-24-mantra-organic-coriander-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EANCode:279860 Manufactured&Marketedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Countryoforigin:India FSSAINumber: Bestbefore30-07-2022 ,]","279860 Manufactured&Marketedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Countryoforigin:India FSSAINumber: Bestbefore30-07-2022 ForQueries/Feedback/Complaints,ContactourCustomerCareExecutiveat:Phone:18601231000|Address:InnovativeRetailConceptsPrivateLimited,RankaJunction4thFloor,TinFactorybusstop.KRPuram,Bangalore-560016Email:customerservice@bigbasket.com",-,-,-,-,OrganicCorianderPowder,-,-,-,-
