Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image,Image,Image,Image,Image,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Warranty,Adjustable,Fastening,Filtration,Foldable,Mask Type,Package Content,Ply,Reusable,Sustainable,Benefit,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00006616,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Adults Pack of 3 4-Ply Reusable Pure Cotton Cloth Face Masks,Multicoloured,(L),1,MASQ,447,249,This item cannot be returned.,,,3,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQAdultsPackof34-PlyReusablePureCottonClothFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQAdultsPackof34-PlyReusablePureCottonClothFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQAdultsPackof34-PlyReusablePureCottonClothFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQAdultsPackof34-PlyReusablePureCottonClothFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,4,(Y),Regular,,,,,,,,,,,,
EU00006617,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Men Pack Of 2 Black Solid 3-Ply Pure Cotton Adjustable Cloth Masks,Black,(XL),1,MASQ,298,249,This item cannot be returned.,,,2,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQMenPackOf2BlackSolid3-PlyPureCottonAdjustableClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQMenPackOf2BlackSolid3-PlyPureCottonAdjustableClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQMenPackOf2BlackSolid3-PlyPureCottonAdjustableClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQMenPackOf2BlackSolid3-PlyPureCottonAdjustableClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Male,,,,,,,,,,,,(Y),Velcro,Unvalved,(Y),Cloth Mask,Mask,3,(Y),Regular,,,Solid,,,,,,,,,
EU00006618,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack of 3 Pcs Blue Reusable 5-Ply Protective Outdoor Masks,Blue,(Onesize),1,THe VerTicaL,499,249,This item cannot be returned.,,,3,Units,Cotton,"Brand Concepts Limited, IFF Overseas Pvt Ltd 140/2/2, Ring Road Sqaure, Musakhedi, Indore, 452001 Madhya Pradesh",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17THeVerTicaLUnisexPackof3PcsBlueReusable5-PlyProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17THeVerTicaLUnisexPackof3PcsBlueReusable5-PlyProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17THeVerTicaLUnisexPackof3PcsBlueReusable5-PlyProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17THeVerTicaLUnisexPackof3PcsBlueReusable5-PlyProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Protective Outdoor Mask,Mask,,,,,,,,,,,,,,,
EU00006619,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Multicoloured Printed 3-Ply Reusable Scarf Style Mask,Multicoloured,(Onesize),1,Anekaant,499,199,This item cannot be returned.,,,Single,Units,Cotton,"A D PRODUCTS PVT LTD, A. D. Products Pvt. Ltd, A-10, 1st Floor, Rishi Nagar, Pitampura, New Delhi, 110034",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17AnekaantWomenMulticolouredPrinted3-PlyReusableScarfStyleMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17AnekaantWomenMulticolouredPrinted3-PlyReusableScarfStyleMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17AnekaantWomenMulticolouredPrinted3-PlyReusableScarfStyleMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17AnekaantWomenMulticolouredPrinted3-PlyReusableScarfStyleMask_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Protective Outdoor Mask,Mask,,,,,,Printed,,,,,,,,,
EU00006620,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack Of 5 Multicolored Printed Outdoor Masks,Multicolored,(Onesize),1,Crazy Corner,1199,491,This item cannot be returned.,,,5,Units,Poly Cotton,"Ferocraft E-Retail, Ferocraft E-Retail H-101 FIRST FLOOR NOIDA SECTOR 63 201305",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CrazyCornerPackOf5MulticoloredPrintedOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CrazyCornerPackOf5MulticoloredPrintedOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CrazyCornerPackOf5MulticoloredPrintedOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CrazyCornerPackOf5MulticoloredPrintedOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,2,(Y),Regular,,,Printed,,,,,,,,,
EU00006621,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 5 Printed 2-Ply Outdoor Cloth Masks,Multicoloured,(Onesize),1,Crazy Corner,1199,491,This item cannot be returned.,,,5,Units,Poly Cotton,"Ferocraft E-Retail, Ferocraft E-Retail H-101 FIRST FLOOR NOIDA SECTOR 63 201305",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CrazyCornerUnisexPackOf5Printed2-PlyOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CrazyCornerUnisexPackOf5Printed2-PlyOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CrazyCornerUnisexPackOf5Printed2-PlyOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CrazyCornerUnisexPackOf5Printed2-PlyOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,2,(Y),Regular,,,Printed,,,,,,,,,
EU00006622,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack Of 6 Assorted 2-Ply Reusable Cotton Sustainable Cloth Masks,Assorted,(6-12Y),1,Zoom Minimondo,699,244,This item cannot be returned.,,,6,Units,Cotton,"KCJ MARKETING PRIVATE LIMITED, KCJ MARKETING PRIVATE LIMITED,54/35,COMMERCIAL PLOT,NANGLI POONA,G.T.K. ROAD,NEW DELHI-110036",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ZoomMinimondoKidsPackOf6Assorted2-PlyReusableCottonSustainableClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ZoomMinimondoKidsPackOf6Assorted2-PlyReusableCottonSustainableClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ZoomMinimondoKidsPackOf6Assorted2-PlyReusableCottonSustainableClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ZoomMinimondoKidsPackOf6Assorted2-PlyReusableCottonSustainableClothMasks_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(N),Elasticated,Valved,(Y),Cloth Mask,Mask,2,(Y),Sustainable,,,,,,,,,,,,
EU00006623,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Men Pack of 3 4 Ply Handmade Sustainable Protective Outdoor Masks,Multicoloured,(Onesize),1,Kalakari India,999,479,This item cannot be returned.,,,3,Units,Cotton,"Kalakari India Ventures, Block 23 House 38, Street Hemu Kalani Marg, Old Rajinder Nagar, New Delhi 110060",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17KalakariIndiaMenPackof34PlyHandmadeSustainableProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17KalakariIndiaMenPackof34PlyHandmadeSustainableProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17KalakariIndiaMenPackof34PlyHandmadeSustainableProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17KalakariIndiaMenPackof34PlyHandmadeSustainableProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Male,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Protective Outdoor Mask,Mask,,,Sustainable,,,,,,,,,,,,
EU00006624,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack of 3 Printed 2-Ply Reusable Protective Outdoor Face Masks,Multicoloured,(Onesize),1,VASTRAMAY,699,461,This item cannot be returned.,,,3,Units,Poly Cotton,"Vastramay, Vastramay,59A, Matheshwartala Road, Kolkata, West Bengal 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof3Printed2-PlyReusableProtectiveOutdoorFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof3Printed2-PlyReusableProtectiveOutdoorFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof3Printed2-PlyReusableProtectiveOutdoorFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof3Printed2-PlyReusableProtectiveOutdoorFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,2,(Y),Regular,,,Printed,,,,,,,,,
EU00006625,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex 3 Pcs 2 Ply Reusable Anti-Pollution Cloth Masks,Multicoloured,(Onesize),1,VASTRAMAY,699,461,This item cannot be returned.,,,3,Units,Poly Cotton,"Vastramay, Vastramay,59A, Matheshwartala Road, Kolkata, West Bengal 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisex3Pcs2PlyReusableAnti-PollutionClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisex3Pcs2PlyReusableAnti-PollutionClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisex3Pcs2PlyReusableAnti-PollutionClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisex3Pcs2PlyReusableAnti-PollutionClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,Anti Pollution,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,2,(Y),Regular,,,,,,,,,,,,
EU00006626,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack Of 2 Reusable 3-Ply Cloth Masks With Pouch,Multicoloured,(4-8Y),1,JBN Creation,699,461,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay,59A, Matheshwartala Road, Kolkata, West Bengal 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2Reusable3-PlyClothMasksWithPouch_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2Reusable3-PlyClothMasksWithPouch_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2Reusable3-PlyClothMasksWithPouch_3.jpg,,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(Y),,Unvalved,(Y),Cloth Mask,Mask,3,,,,,,,,,,,,,,
EU00006627,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack Of 2 Reusable 3-Ply Cloth Masks With Pouch,Multicoloured,(7-14Y),1,JBN Creation,699,461,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay,59A, Matheshwartala Road, Kolkata, West Bengal 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2Reusable3-PlyClothMasksWithPouch_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2Reusable3-PlyClothMasksWithPouch_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2Reusable3-PlyClothMasksWithPouch_3.jpg,,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(Y),,Unvalved,(Y),Cloth Mask,Mask,3,,,,,,,,,,,,,,
EU00006628,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack Of 2 Printed Reusable 3-Ply Cloth Masks,Multicoloured,(4-8Y),1,JBN Creation,699,461,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay,59A, Matheshwartala Road, Kolkata, West Bengal 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2PrintedReusable3-PlyClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2PrintedReusable3-PlyClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2PrintedReusable3-PlyClothMasks_3.jpg,,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(Y),,Unvalved,(Y),Cloth Mask,Mask,3,(Y),Regular,,,Printed,,,,,,,,,
EU00006629,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack Of 2 Printed Reusable 3-Ply Cloth Masks,Multicoloured,(7-14Y),1,JBN Creation,699,461,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay,59A, Matheshwartala Road, Kolkata, West Bengal 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2PrintedReusable3-PlyClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2PrintedReusable3-PlyClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17JBNCreationKidsPackOf2PrintedReusable3-PlyClothMasks_3.jpg,,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(Y),,Unvalved,(Y),Cloth Mask,Mask,3,(Y),Regular,,,Printed,,,,,,,,,
EU00006630,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack of 2 Pcs Black & Beige Reusable 3-Ply Cloth Masks With Potli Bag,"Beige,Black",(M),1,VASTRAMAY,699,461,This item cannot be returned.,,,2,Units,Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlack&BeigeReusable3-PlyClothMasksWithPotliBag_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlack&BeigeReusable3-PlyClothMasksWithPotliBag_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlack&BeigeReusable3-PlyClothMasksWithPotliBag_3.jpg,,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00006631,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack of 2 Pcs Black & Beige Reusable 3-Ply Cloth Masks With Potli Bag,"Beige,Black",(L),1,VASTRAMAY,699,461,This item cannot be returned.,,,2,Units,Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlack&BeigeReusable3-PlyClothMasksWithPotliBag_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlack&BeigeReusable3-PlyClothMasksWithPotliBag_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlack&BeigeReusable3-PlyClothMasksWithPotliBag_3.jpg,,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00006632,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack of 2 Pcs Blue & Pink Reusable 3-Ply Cloth Masks With Potli Bag,"Blue,Pink",(M),1,VASTRAMAY,699,461,This item cannot be returned.,,,2,Units,Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlue&PinkReusable3-PlyClothMasksWithPotliBag_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlue&PinkReusable3-PlyClothMasksWithPotliBag_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlue&PinkReusable3-PlyClothMasksWithPotliBag_3.jpg,,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00006633,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack of 2 Pcs Blue & Pink Reusable 3-Ply Cloth Masks With Potli Bag,"Blue,Pink",(L),1,VASTRAMAY,699,461,This item cannot be returned.,,,2,Units,Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlue&PinkReusable3-PlyClothMasksWithPotliBag_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlue&PinkReusable3-PlyClothMasksWithPotliBag_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackof2PcsBlue&PinkReusable3-PlyClothMasksWithPotliBag_3.jpg,,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00006634,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pink Sequinned 4-Ply Adjustable Reusable Outdoor Cloth Mask,Pink,(M),1,MASQ,249,229,This item cannot be returned.,,,Single,Units,,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPinkSequinned4-PlyAdjustableReusableOutdoorClothMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPinkSequinned4-PlyAdjustableReusableOutdoorClothMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPinkSequinned4-PlyAdjustableReusableOutdoorClothMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPinkSequinned4-PlyAdjustableReusableOutdoorClothMask_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,4,,,,,,,,,,,,,,
EU00006635,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pink Sequinned 4-Ply Adjustable Reusable Outdoor Cloth Mask,Pink,(L),1,MASQ,249,229,This item cannot be returned.,,,Single,Units,,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPinkSequinned4-PlyAdjustableReusableOutdoorClothMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPinkSequinned4-PlyAdjustableReusableOutdoorClothMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPinkSequinned4-PlyAdjustableReusableOutdoorClothMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPinkSequinned4-PlyAdjustableReusableOutdoorClothMask_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,4,,,,,,,,,,,,,,
EU00006636,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex 3 Pcs Black & Blue Reusable 2 Ply Protective Cloth Masks,"Blue,Black",(Onesize),1,VASTRAMAY,599,455,This item cannot be returned.,,,3,Units,Cotton,"Vastramay, Vastramay, 59A, Matheswartola road, 1st Floor, Kolkata 700046, West Bengal",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisex3PcsBlack&BlueReusable2PlyProtectiveClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisex3PcsBlack&BlueReusable2PlyProtectiveClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisex3PcsBlack&BlueReusable2PlyProtectiveClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisex3PcsBlack&BlueReusable2PlyProtectiveClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00006637,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack of 3 Embroidered 4-Ply Reusable Anti-Pollution Cloth Masks,Multicoloured,(M),1,MASQ,747,451,This item cannot be returned.,,,3,Units,,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3Embroidered4-PlyReusableAnti-PollutionClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3Embroidered4-PlyReusableAnti-PollutionClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3Embroidered4-PlyReusableAnti-PollutionClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3Embroidered4-PlyReusableAnti-PollutionClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,Anti Pollution,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,4,,,,,Embroidered,,,,,,,,,
EU00006638,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack of 3 Embroidered 4-Ply Reusable Anti-Pollution Cloth Masks,Multicoloured,(L),1,MASQ,747,451,This item cannot be returned.,,,3,Units,,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3Embroidered4-PlyReusableAnti-PollutionClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3Embroidered4-PlyReusableAnti-PollutionClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3Embroidered4-PlyReusableAnti-PollutionClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3Embroidered4-PlyReusableAnti-PollutionClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,Anti Pollution,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,4,,,,,Embroidered,,,,,,,,,
EU00006639,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack Of 3 Cotton Reusable 3-Ply 3D Outdoor Face Masks,Multicoloured,(M),1,FLYING BERRY,1499,449,This item cannot be returned.,,,3,Units,Cotton,"Abhay Overseas Inc., ABHAY OVERSEAS INC, A42 Okhla Industrial Area, Phase-1, New Delhi 110020 (INDIA)",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17FLYINGBERRYPackOf3CottonReusable3-Ply3DOutdoorFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17FLYINGBERRYPackOf3CottonReusable3-Ply3DOutdoorFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17FLYINGBERRYPackOf3CottonReusable3-Ply3DOutdoorFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17FLYINGBERRYPackOf3CottonReusable3-Ply3DOutdoorFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,3,(Y),Regular,,,,,,,,,,,,
