L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Baby Feeding Bottle - Eazy Flo, Premium, Pink, 250 ml",A well fed baby is a happy baby. Mee Mees baby feeding bottle gives your baby the most comfortable feeding experience with the right intake of food and reduced air intake through its specially designed anti colic nipple.,250 ml,ml,250 ml,1,1,149,149,"Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in",China,['40118411'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40118411_1-mee-mee-baby-feeding-bottle-eazy-flo-premium-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40118411-2_1-mee-mee-baby-feeding-bottle-eazy-flo-premium-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40118411-3_1-mee-mee-baby-feeding-bottle-eazy-flo-premium-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40118411-4_1-mee-mee-baby-feeding-bottle-eazy-flo-premium-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Polypropylene plastic,-,Sterilise bottle and year before and after every use. Both can be sterilized in boiled water. Allow the year to cool and ensure its completely dry before fixing it in the bottle and before feeding the child.,"['EAN Code: 40118411', 'Country of origin: China', ""Manufactured & Marketed by: Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in"", 'Best before 27-02-2033', '","Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in",-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Baby Fruit & Food Nibbler - FP 8C Blue, 1 pc","Made from safe and non-toxic, BPA-free food grade polypropylene plastic. Conforms to FDA and international safety standards for absolutely harmless consumption. Consists of soft silicone sack which can be quickly and easily filled with fruit or whole Food. Easy for baby to suck and chew tiny and safe food particles from the meshComes with cover to keep food clean, Easy to clean and sterilize.",1 pc,pcs,1 pc,1,1,279,249,"Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in",China,['40110522'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40110522_1-mee-mee-baby-fruit-food-nibbler-fp-8c-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110522-2_1-mee-mee-baby-fruit-food-nibbler-fp-8c-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Introducing new foods to your babys diet can be a fun learning experience as it provides him/her with new varying tastes and flavours. With Mee Mees Fruit and Food Nibbler, Your child can safely enjoy fruit and other kinds of whole foods. Without the risk of choking or hurting his/her mouth.",-,Easy for baby to suck and chew tiny and safe food particles from the mesh.,"['EAN Code: 40110522', 'Country of origin: China', ""Manufactured & Marketed by: Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in"", 'Best before 27-02-2033', '","Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in",-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Baby Squeezy Silicone Food Feeder - Blue, 60 g","The Mee Mee Squeezy Silicone Food Feeder is the perfect combination of the advantages of bottle feeding and spoon feeding making the transition easier for your baby and for you. It is made of 100% food grade silicone. It holds baby food eliminating the need for the jar, packs the food into a single utensil and with one squeeze, you get easy one-hand feeding. The bottle is durable and easy to squeeze even by baby which allows for self-feeding.",60 g,g,60 g,1,1,379,330.5,"Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",China,['8907233044738'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40110511_1-mee-mee-baby-squeezy-silicone-food-feeder-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110511-2_1-mee-mee-baby-squeezy-silicone-food-feeder-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made of 100% food grade, BPA free liquid silicone.
2. Helps baby wean off teats and start eating from spoon.
3. Bite-resistant.
4. Designed to respond to pressure and helps mothers control the feeding.
5. Easy to use, sterilize and carry while traveling short and long distances.","Convenient way to feed pureed fruits, cereals, mashed rice and veggies, and all kinds of pulpy semi solid foods.","['EAN Code: 8907233044738', 'Manufacturer Name & Marketed by :Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.', 'Country of Origin:China', '","Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",-,-,-,-,-,"1. Brand : Mee Mee.
2. Type : Food Feeder.
3. Material : Plastic.
4. Colour : BLUE.
5. Capacity : 90ml.
6. Features : Helps baby wean off teats and start eating from spoon, Made from 100% food grade, Easy to assemble, use and sterilize,BPA free .
7. Package contents : 1 Pc Food Feeder .",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Compact Breast Pump - Pink, 1 pc",Mee Mee's compact breast pump is specially designed to help mothers express breast milk. It is light and portable allowing mothers to use it conveniently. It is advisable to pump from both breasts alternately. Unique double valve design to allow repeated suction. All parts are made from food grade materials.,1 pc,pcs,1 pc,1,1,249,229,"Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",India,['40157090'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40157090_1-mee-mee-compact-breast-pump-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made from grade materials and are 100 percent BPA free.
2. Light, discreet and portable.
3. Compact enough.
4. Easy to assemble and safe.
5. Ideal for traveling and home use.",Ideal for travelling home use.,"['EAN Code: 40157090', 'Manufacturer Name & Marketed by :Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.', 'Country of Origin:India', '","Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",-,-,-,-,-,"1. Brand : Mee Mee.
2. Type : Breast Pump.
3. Material : Plastic.
4. Colour : PINK.
5. Capacity : NA.
6. Features : Easy to assemble and safe, Ideal for traveling and home use, Compact enough to fit in handbag or changing bag, Light, discreet and portable.
7. Package contents : 1 Pc Breast Pump .",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Easy Grip 360-Degree Trainer Sipper Cup - Green, 240 ml","Your growing baby will find the transition from bottle to cup easier than ever. Mee mee 360 trainer sipper cup makes this stage a joy for both, your baby and you to enjoy. Equipped with a 360 degree soft silicone rim, it allows liquids to pass through easily wherever your child sips from.",240 ml,ml,240 ml,1,1,399,359,"Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",China,['40157118'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40157118_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157118-2_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157118-3_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157118-4_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hold the handle and gently rotate to clean all the germ build-up from hard-to-reach places from inside the bottle. Use Mee Mee liquid cleanser and water to create foam and remove all the germs easily. The cleanser can be used to wash the brush after use as well.,"['EAN Code: 40157118', 'Country of origin: China', 'Manufactured & Marketed by: Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India', '","Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",-,-,-,-,Polypropylene Plastic,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Easy Grip 360-Degree Trainer Sipper Cup - Orange, 240 ml","Your growing baby will find the transition from bottle to cup easier than ever. Mee mee 360 trainer sipper cup makes this stage a joy for both, your baby and you to enjoy. Equipped with a 360 degree soft silicone rim, it allows liquids to pass through easily wherever your child sips from.",240 ml,ml,240 ml,1,1,399,359,"Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",China,['40157116'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40157116_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157116-2_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157116-3_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157116-4_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hold the handle and gently rotate to clean all the germ build-up from hard-to-reach places from inside the bottle. Use Mee Mee liquid cleanser and water to create foam and remove all the germs easily. The cleanser can be used to wash the brush after use as well.,"['EAN Code: 40157116', 'Country of origin: China', 'Manufactured & Marketed by: Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India', '","Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",-,-,-,-,Polypropylene Plastic,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Easy Grip 360° Trainer Sipper Cup - Blue, 240 ml","Your growing baby will find The transition from bottle to cup easier than ever with Mee Mee Easy Grip 360 Trainer Sipper Cup. This sipper cup makes this stage a joy for both you and your baby. Equipped with a 360 soft silicone rim, it allows liquids to pass through easily from wherever your child sips from.",240 ml,ml,240 ml,1,1,399,359,"Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",China,['40157117'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40157117_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157117-2_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157117-3_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157117-4_1-mee-mee-easy-grip-360-degree-trainer-sipper-cup-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 360 silicone rim.
2. Safe and hygiene.
3. Non-spill function.
4. Easy to carry and feed.
5. Two-side handles.","1. Can be used for babies 6 months onwards.
2. Recommended for children above 2 years of age.","['EAN Code: 40157117', 'Manufacturer Name & Marketed by :Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.', 'Country of Origin:China', '","Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",-,-,-,-,-,"1. Brand : Mee Mee.
2. Type : Feeding Mug.
3. Material : Plastic.
4. Colour : BLUE.
5. Capacity : 240ml.
6. Features : Easy to carry,Anti-Leak System, Spout Protected By Cap,100% BPA Free, Easy Transition.
7. Package contents : 1 Pc Feeding Mug .",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Eazy Flo Premium Baby Feeding Bottle - Blue, 250 ml",A Well-Fed baby is a happy baby. Mee Mee's Baby Feeding Bottle gives your baby the most comfortable feeding experience with the right intake of feed and reduced air intake through its specially designed anti-colic nipple.,250 ml,ml,250 ml,1,1,149,149,"Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",China,['40156958'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156958_2-mee-mee-eazy-flo-premium-baby-feeding-bottle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156958-2_2-mee-mee-eazy-flo-premium-baby-feeding-bottle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156958-3_2-mee-mee-eazy-flo-premium-baby-feeding-bottle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156958-4_2-mee-mee-eazy-flo-premium-baby-feeding-bottle-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Hold the handle and gently rotate to clean all the germ build-up from hard-to-reach places from inside the bottle.
Use Mee Mee liquid cleanser and water to create foam and remove all the germs easily.
The cleanser can be used to wash the brush after use as well.","['EAN Code: 40156958', 'Country of origin: China', 'Manufactured & Marketed by: Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India', '","Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",-,-," Made from non-toxic international quality polypropylene plastic for safety and durability
 100% soft, BPA free silicone teat, which is odourless and tasteless so that your baby tastes nothing but the feed
 Perfectly fitted dome to shield the teat from dust, humidity and other harmful external conditions
 Multi-functional design for ease of use - the bottle can be filled with any nutritious liquid like milk, water, formula or juice
 Travel-friendly - no leakage even when the bottle is tilted or being carried
 Easy to clean and store.",-,Polypropylene Plastic,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Eazy Flo Premium Baby Feeding Bottle - Green, 250 ml",A well-fed baby is a happy baby. Mee Mee Premium Glass Feeding Bottle gives your baby the most comfortable feeding experience with the right intake of feed and reduced air intake through its specially designed anti-colic nipple.,250 ml,ml,250 ml,1,1,149,149,"Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",China,['17814466224172'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156959_1-mee-mee-eazy-flo-premium-baby-feeding-bottle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156959-2_1-mee-mee-eazy-flo-premium-baby-feeding-bottle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156959-3_1-mee-mee-eazy-flo-premium-baby-feeding-bottle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156959-4_1-mee-mee-eazy-flo-premium-baby-feeding-bottle-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hold the handle and gently rotate to clean all the germ build-up from hard-to-reach places from inside the bottle. Use Mee Mee liquid cleanser and water to create foam and remove all the germs easily. The cleanser can be used to wash the brush after use as well.,"['EAN Code: 17814466224172', 'Country of origin: China', 'Manufactured & Marketed by: Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India', '","Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",-,-,-,-,Polypropylene Plastic,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Food Feeder - Dark Blue/Light Blue, 1 pc","Introducing new foods to your babys diet can be a fun learning experience as it provides him or her with new varying tastes and flavours. With Mee Mee fruit and food nibbler, your child can safely enjoy fruit and other kinds of whole foods, without the risk of choking or hurting his or her mouth.",1 pc,pcs,1 pc,1,1,249,229,"Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",China,['40157122'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40157122_1-mee-mee-food-feeder-dark-bluelight-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157122-2_1-mee-mee-food-feeder-dark-bluelight-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157122-3_1-mee-mee-food-feeder-dark-bluelight-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157122-4_1-mee-mee-food-feeder-dark-bluelight-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Easy to use. You can sterilise and carry while travelling short and long distances.,"['EAN Code: 40157122', 'Country of origin: China', 'Manufactured & Marketed by: Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India', '","Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",-,-,-,-,Polypropylene Plastic,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Food Feeder - Orange/Green, 1 pc","Introducing new foods to your babys diet can be a fun learning experience as it provides him or her with new varying tastes and flavours. With Mee Mee fruit and food nibbler, your child can safely enjoy fruit and other kinds of whole foods, without the risk of choking or hurting his or her mouth.",1 pc,pcs,1 pc,1,1,249,229,"Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",China,['40157121'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40157121_1-mee-mee-food-feeder-orangegreen.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157121-2_1-mee-mee-food-feeder-orangegreen.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157121-3_1-mee-mee-food-feeder-orangegreen.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40157121-4_1-mee-mee-food-feeder-orangegreen.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Easy to use. You can sterilise and carry while travelling short and long distances.,"['EAN Code: 40157121', 'Country of origin: China', 'Manufactured & Marketed by: Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India', '","Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",-,-,-,-,Polypropylene Plastic,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Stay Warm Baby Feeding Bowl - With Suction Base, Non-Toxic, BPA Free, Red, 1 pc","Mee Mee Baby Feeding Bowl is made of non-toxic, BPA free, food-grade stainless steel and polypropylene plastic. It complies with International standards of safety & hygiene. It is sized perfectly, you can provide wholesome meals to your baby. Stainless steel bowl helps to lock in the nutrition so that you serve the best to your baby. Its air-tight lid keeps food contents intact without letting their spillover when the bowl is kept slanted or at odd angles in the bag. Silicone suction base holds the bowl in place, reducing spills and accidents during feeding time. Perfectly fitted cap to shield the food from dust, humidity and other harmful external conditions. Equipped with a handle for good grip and control. Multi-functional design for ease of use. The bowl can be filled with nutritious food like porridge, mashed vegetables or rice. Easy to clean, use and store.",1 pc,pcs,1 pc,1,1,699,629,"Me N Moms Pvt. Ltd. 37/296, Mamta House, Anand Nagar, Near Vakola Police Station, Santacruz (E), Mumbai - 400 055. India.",India,['8907233301725'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40251470_1-mee-mee-stay-warm-baby-feeding-bowl-with-suction-base-non-toxic-bpa-free-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251470-2_1-mee-mee-stay-warm-baby-feeding-bowl-with-suction-base-non-toxic-bpa-free-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251470-3_1-mee-mee-stay-warm-baby-feeding-bowl-with-suction-base-non-toxic-bpa-free-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251470-4_1-mee-mee-stay-warm-baby-feeding-bowl-with-suction-base-non-toxic-bpa-free-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251470-5_1-mee-mee-stay-warm-baby-feeding-bowl-with-suction-base-non-toxic-bpa-free-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251470-6_1-mee-mee-stay-warm-baby-feeding-bowl-with-suction-base-non-toxic-bpa-free-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251470-7_1-mee-mee-stay-warm-baby-feeding-bowl-with-suction-base-non-toxic-bpa-free-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stainless Steel & Polypropylene Plastic.,-,-,"['EAN Code: 8907233301725', 'Country of origin: India', 'Manufactured & Marketed by: Me N Moms Pvt. Ltd. 37/296, Mamta House, Anand Nagar, Near Vakola Police Station, Santacruz (E), Mumbai - 400 055. India.', 'Best before __PSL__ days from the delivery date', '","Me N Moms Pvt. Ltd. 37/296, Mamta House, Anand Nagar, Near Vakola Police Station, Santacruz (E), Mumbai - 400 055. India.",-,-,-,Wash with Mee Mee Liquid Cleanser for best results.,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Straw & Teat Cleaning Brush - Green & Orange, 1 pc","Your baby needs extra protection because his/her immune system is not fully developed making him/her susceptible to various kinds of infection. The bottles, sippers and straws need to be perfectly clean always to avoid the build-up of bacteria and other germs. Mee Mee Stainless Steel Straw Brush makes it easy for you to thoroughly remove all dust particles, dirt and debris that could be stuck in the hard-to-reach places like the corners and insides of narrow straws, teats, spouts, medicine droppers, toys, etc.",1 pc,pcs,1 pc,1,1,149,139,"Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",India,['40156979'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156979_1-mee-mee-straw-teat-cleaning-brush-greenorange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156979-2_1-mee-mee-straw-teat-cleaning-brush-greenorange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156979-3_1-mee-mee-straw-teat-cleaning-brush-greenorange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made of premium quality stainless steel.
2. Zero-toxicity and no rust.
3. High quality stainless steel.
4. Sturdy yet flexible.
5. Easy to clean, store and carry around.","Easy for you to thoroughly remove all dust particles, dirt and debris that could be stuck in the hard-to-reach places.","[{'EAN Code': '40156979'}, {'Manufacturer Name & Marketed by ': 'Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.'}, {'Country of Origin': 'India'}]","Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",-,-,-,-,-,"1. Brand : Mee Mee.
2. Type : Straw brush.
3. Material : Stainless Steel.
4. Colour : ORANGE & GREEN.
5. Capacity : NA.
6. Features : Designed in a way that makes it easy to clean, Store and carry around, Designed to help mothers feed their baby safely and comfortably.
7. Package contents : 1 Pc Straw brush .",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Morisons Baby Dreams,"Morisons Baby Dreams Peekaboo Sipper - Pink, 1 pc","This Morisons Baby Dreams Peekaboo Feeding Cup comes with the ergonomic body, which enables good grip. The cap protects the spout from catching dust and germs. It is spill-free and the spout is gentle. It is made up of high-quality material, which is completely safe for the babies.",1 pc,pcs,1 pc,1,1,290,290,"JL Morison (India) Limited, Peninsula Business Park, Tower ""A"", 8th Floor, Senapati Bapat Marg, Lower Parel, Mumbai - 400013",India,['40137238'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137238_2-morisons-baby-dreams-peekaboo-sipper-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137238-2_2-morisons-baby-dreams-peekaboo-sipper-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137238-3_2-morisons-baby-dreams-peekaboo-sipper-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137238'}, {'Country of origin': 'India'}, {'Manufactured & Marketed by': 'JL Morison (India) Limited, Peninsula Business Park, Tower ""A"", 8th Floor, Senapati Bapat Marg, Lower Parel, Mumbai - 400013'}]","JL Morison (India) Limited, Peninsula Business Park, Tower ""A"", 8th Floor, Senapati Bapat Marg, Lower Parel, Mumbai - 400013",-,-,-,Handle with care.,-," Brand : Morisons Baby Dreams
 Product Type : Baby Care
 Colour : Pink
 Dimensions (LXBXH) : 80*30*30
 Material : PP
  Package Content : 1 Piece",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Flexi Transition Cup - 4m+, Blue, 115 ml","This sipper has flexible, soft spout which can stay in the mouth of the baby as they move. It is gentle on sensitive gums. It has removable handles which are easy to hold for small hands. The lid covers spout while out and about. It is best for 4+ months. It has 110 ml capacity for water, milk or juice. It is BPA-free & top rack dishwasher safe.",115 ml,ml,115 ml,1,1,599,539,Munchkin,China/USA,['40156798'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156798_1-munchkin-baby-flexi-transition-cup-4m-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40156798', 'Country of origin: China, USA', 'Imported by: Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA', 'Marketed by: Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.', '","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,It can be washed with warm water. It is top rack dishwasher safe. It should not be used in the microwave. It cannot be sterilised.,-," Brand : Munchkin
 Type of Product: Sipper
 Material of Product: Silicon & Plastic
 Colour: Blue
 Care Instruction: Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can't be sterilised.
 Model No. 3000012169
 Dimension(LXBXH) in mm: 63.5X127X129.54
 Package Content: 1 Unit Sipper, Lid
",-
