L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Cape Gooseberry, 100 g","The delicious yellow-orange fruit grow inside paper-like husks that are easy to peel. The golden berry has a good proportion of pectin, which helps in calcium as well as phosphorous absorption thus good for making the bones stronger. It is also used in treating of rheumatism and dermatitis. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/",100 g,g,100 g,1,1,60.53,46,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['40099566'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40099566_1-fresho-cape-gooseberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40099566'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Celery - Hydroponically Grown, 150 - 200 g","Flavourful crispy celery is carefully nurtured by farmers' care so that you can reach your vitamin and mineral goals.
It is hydroponically grown, and is pesticide free and completely traceable to the farm.
It is grown hygienically and saving upto 90% water as compared to conventional farming",150 - 200 g,g,150 - 200 g,1,1,73.03,55.5,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['40198833'],['11512001001071'],https://datalabs.siva3.io/image/Eunimart_groceries_40198833_1-fresho-celery-hydroponically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The fibres celery holds act as an anti-inflammatory, antibacterial, antiviral, and antioxidant agent, and it also keeps you hydrated.",-,"[{'EAN Code': '40198833'}, {'Country of origin': 'India'}, {'FSSAI Number': '11512001001071'}, {'Manufacturer Name and Address': 'Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023'}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon), 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon), 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Celery, 250 g","Relish juicy, crunchy and mildly salty flavoured celeries that are individually handpicked everyday by our trained farmers.
Celeries have wide, green leaves attached to thick, juicy stalks joined at a common base.
Do not forget to check our delicious recipe https://www.bigbasket.com/cookbook/recipes/239/chinese-clear-vegetable-soup/",250 g,g,250 g,1,1,26.15,14,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['10000075'],-,https://datalabs.siva3.io/image/Eunimart_groceries_75_16-fresho-celery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_75-3_1-fresho-celery.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Celeries being a low energy vegetable makes it a good and healthy option for people on diets.
Celery juice aids in healthy bowel movements, treats arthritis pain and detoxifies the whole body.",-,"[{'EAN Code': '10000075'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Cherry - Imported, 100 g","Fresho brings top quality imported red coloured cherries are which round with slight heart shapes and dimples at the stem end.
These red coloured fruits have firm and juicy flesh with a sweet-tart flavour.
Fresho Cherries are directly procured from farmers, carefully packed to ensure the fine quality for you.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1534/cheese-cherry-pineapple/",100 g,g,100 g,1,1,223.68,170,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",Chile,['30001779'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30001779_3-fresho-cherry-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cherries reduce arthritis pain and lower the risk of stroke.
They are rich in fiber and vitamin C.
Cherries also reduce belly fat and supports healthy sleep.",-,"[{'EAN Code': '30001779'}, {'Country of origin': 'Chile'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Dill Leaves, 250 g","We deliver dill leaves in the best hygienic packages which can be directly stored in the refrigerator.
Do note that the flavour of dill leaves diminishes extensively the longer it is cooked.
Green, flimsy and fernlike Dill leaves have a strong aroma.
Sharp tang and a spongy sugary flavour.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1793/dil-wale-pan-cake/",250 g,g,250 g,1,1,34.21,25.5,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['10000106'],-,https://datalabs.siva3.io/image/Eunimart_groceries_6_18-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-2_10-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-3_1-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-4_1-fresho-dill-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dill leaves reduce discomfort and pain associated with menstrual cramps and eases digestion.
They help in reducing depression, boosts energy and have an anti-microbial effect.",-,"[{'EAN Code': '10000106'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Dill Leaves, 250 g","We deliver dill leaves in the best hygienic packages which can be directly stored in the refrigerator.
Do note that the flavour of dill leaves diminishes extensively the longer it is cooked.
Green, flimsy and fernlike Dill leaves have a strong aroma.
Sharp tang and a spongy sugary flavour.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1793/dil-wale-pan-cake/",250 g,g,250 g,1,1,34.21,25.5,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['10000106'],-,https://datalabs.siva3.io/image/Eunimart_groceries_6_18-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-2_10-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-3_1-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-4_1-fresho-dill-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dill leaves reduce discomfort and pain associated with menstrual cramps and eases digestion.
They help in reducing depression, boosts energy and have an anti-microbial effect.",-,"[{'EAN Code': '10000106'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Dragon Fruit (Loose), 1 pc 220-350g","Dragon fruits are oval to oblong in shape and size, with pink peel and green scale-like leaves. It is named after its resemblance to dragon scales. White flesh is dotted with black, tiny edible seeds. It has juicy and spongy flesh with sweet flavour and a hint of sourness. Fresho dragon fruits are sourced from Thailand.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2082/dragon-fruit-juice/",1 pc 220-350g,pc -g,1 pc 220-350g,1,1,127.63,97,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",Thailand,['40008982'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008982_15-fresho-dragon-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008982-2_4-fresho-dragon-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008982-3_1-fresho-dragon-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008982-4_1-fresho-dragon-fruit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dragon fruits are rich in number of vitamins, minerals, fiber and antioxidants. Hence,these are considered as superfoods.
They detoxify the body and boosts immunity. Prevents anaemia, cancer, etc.Essential for hair care, skin care, eye care.
Necessary for pregnant women as it prevents birth defects, aids in the bone develpment of fetus ensuring a healthy pregnancy

Did you know?This fruit is very good for people who suffer from arthritis. So, it is called as an anti-arthritis fruit.",-,"[{'EAN Code': '40008982'}, {'Country of origin': 'Thailand'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Fresh Figs, 250 g","Fresh figs, also known as Anjeer, are small to medium sized, with a bright green to yellowish coloured skin. Their flesh is pink blush to deep magenta with a mass of juicy seeds. They have honey like sweetness with fresh flavour and nuttiness from the numerous seeds. Fresho figs are high quality, finely packed figs delivered to you.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1251/anjeer-juice-with-pomegranate-and-carrot/",250 g,g,250 g,1,1,66.28,41,"Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",India,['30000466'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30000466_16-fresho-fresh-figs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000466-2_14-fresho-fresh-figs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000466-3_1-fresho-fresh-figs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Figs treat indigestion, constipation and piles. Eating figs is a healthy and quick way to gain weight after suffering from illnesses.
They treat colon cancer, breast cancer, bronchitis. Relieve throat pain and strengthen bones.",-,"[{'EAN Code': '30000466'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Fresh Figs, 250 g","Fresh figs, also known as Anjeer, are small to medium sized, with a bright green to yellowish coloured skin. Their flesh is pink blush to deep magenta with a mass of juicy seeds. They have honey like sweetness with fresh flavour and nuttiness from the numerous seeds. Fresho figs are high quality, finely packed figs delivered to you.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1251/anjeer-juice-with-pomegranate-and-carrot/",250 g,g,250 g,1,1,66.28,41,"Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",India,['30000466'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30000466_16-fresho-fresh-figs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000466-2_14-fresho-fresh-figs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000466-3_1-fresho-fresh-figs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Figs treat indigestion, constipation and piles. Eating figs is a healthy and quick way to gain weight after suffering from illnesses.
They treat colon cancer, breast cancer, bronchitis. Relieve throat pain and strengthen bones.",-,"[{'EAN Code': '30000466'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Grape Fruit - Indian (Loose), 1 pc 300gm-500gm",Grapefruits are oblate fruits with yellow or pink-yellow thick skin with tart and tangy flavour but sweet.,1 pc 300gm-500gm,pc - g,1 pc 300gm-500gm,1,1,90.79,69,"Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",India,['30005030'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30005030_9-fresho-grape-fruit-indian.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grapefruits are fiber rich and low calorie fruits.
They fight fever, fatigue, urinary problems.

Grapefruits are natural antiseptic for external wounds and function as liver tonic",-,"[{'EAN Code': '30005030'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Grape fruit - Imported (Loose), 1 pc (Approx. 200 g - 300 g)",Grapefruits are oblate fruits with yellow or pink-yellow thick skin with tart and tangy flavour but sweet.,1 pc (Approx. 200 g - 300 g),pc - g,1 pc (Approx. 200 g - 300 g),1,1,127.63,97,"Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",South Africa,['30009291'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30009291_4-fresho-grape-fruit-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grapefruits are fiber rich and low calorie fruits.They fight fever, fatigue, urinary problems.
Grapefruits are natural antiseptic for external wounds and function as liver tonic",-,"[{'EAN Code': '30009291'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of origin': 'South Africa'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Grapes - Bangalore Blue, 1 kg","Exclusively grown in Chikkaballapur, Bangalore Urban and Kolar districts, these soft skinned Fresho black blue grapes have a foxy flavour and a brisky pungent taste.
We have neatly packed the best quality grapes to make your day fresh and healthy.

Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2096/fruits-mithai-and-cheese-masti/",1 kg,kg,1 kg,1,1,100.66,100.66,"Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",India,['20001009'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20001009_11-fresho-grapes-bangalore-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001009-2_1-fresho-grapes-bangalore-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001009-3_1-fresho-grapes-bangalore-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001009-4_1-fresho-grapes-bangalore-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Grapes are rich in vitamins A, C & K. They relieve constipation, indigestion and treat kidney disorders. Also triggers weight loss and protects against cancer, heart and nerve diseases.
Grape seeds are edible. They are also known for improving skin, heart and oral health, while also strengthening bones.",-,"[{'EAN Code': '20001009'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Grapes - Black Seedless, 500 g","Fresho Black Grapes are Velvety coloured, deliciously sweet and juicy grapes that are individually handpicked every day by our farmers and handled by very few, keeping the freshness intact. These are organically grown black grapes from the best farms.",500 g,g,500 g,1,1,100,76,"Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",India,['87000048800502'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_40229414_1-fresho-grapes-black-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It protects against cancer, heart and nerve diseases
Organically grown
It is also good for vision.",-,"[{'EAN Code': '87000048800502'}, {'Country of origin': 'India'}, {'Manufacturer & Marketed by': 'Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI Number': '10015042002228'}]","Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",-,-,Grapes,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Grapes - Black Seedless, Residue Free, 500 g","Velvety colored, deliciously sweet and juicy, Fresho black seedless grapes are individually handpicked everyday by our farmers and handled by very few, keeping the freshness intact.
These grapes are rich in vitamin C, K and A along with flavonoids and minerals. They help in boosting the immunity and are a healthy snack for your kids.

Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2251/fruit-punch/",500 g,g,500 g,1,1,155.92,155.92,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['40122446'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40122446_6-fresho-grapes-black-seedless-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Black seedless grapes protect against cancer, heart and nerve diseases. They prevent Alzheimer's disease and viral/fungal infections. Good source of vitamin A and minerals and also good for vision. The antioxidents present in these grapes protect one against the harmful untraviolet rays.",-,"[{'EAN Code': '40122446'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Grapes - Green, Residue Free, 500 g","Juicy and snappy, with a beautiful balance of sweet and tart flavour, these grape bunches have a lingering taste.
Do not tire yourselves searching for an unspoiled fruit, we have hand picked and finely packed fresho green seedless grapes which are just a few clicks away.

Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2251/fruit-punch/",500 g,g,500 g,1,1,96.05,73,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['40122445'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40122445_4-fresho-grapes-green-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Green seedless grapes are rich in antioxidant properties and fibres. They reduce inflammations and help in weight loss.
They also promote heart health and strengthen immunity.",-,"[{'EAN Code': '40122445'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar, Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar, Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Green Coral Lettuce - Hydroponically Grown With Live Roots, 125 - 200 g","Green Coral has tight curly green leaves and is tender in taste with little bitterness.
It makes your salad bowl beautiful with its shiny green color, crunchy texture, and volume.
It is hydroponically grown with live roots and is pesticide-free and completely traceable to the farm.
It is grown hygienically and saving up to 90% water as compared to conventional farming.",125 - 200 g,g,125 - 200 g,1,1,121.05,92,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['40198826'],['11520037000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40198826_1-fresho-green-coral-lettuce-hydroponically-grown-with-live-roots.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Green Coral is very hydrating and this ultimate lettuce is packed with multiple nutritional benefits that may help lower your blood pressure.,-,"[{'EAN Code': '40198826'}, {'FSSAI Number': '11520037000328'}, {'Manufactured & Marketed By': 'Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507'}, {'Country of Origin': 'India'}]","Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Guava Premium (Thai), 1 pc","Large sized, apple green skinned Thai guavas have a white flesh with pale yellow seeds and tend to be drier than the pink guavas. Thai guavas are only mildly sweet and have very little fragrance.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/802/fruit-salad-trifle/",1 pc,pc,1 pc,1,1,57.89,44,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",Thailand,['9400089840001'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30002322_11-fresho-guava-thai.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Guavas reduce the risk of diabetes and regulate blood pressure levels.
They are rich in vitamin A, C, folate, fiber, lycopene and other essential minerals. Help in improving eye health.",-,"[{'EAN Code': '9400089840001'}, {'Country of origin': 'Thailand'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Kale - Curled, American, 1 pc 200 to 250 gm","Of all the super healthy greens, kale is the king. The vegetable hails from the cabbage family, which also includes broccoli, cauliflower, and collards. Kale is more popular than ever, and it is packed with vitamins and minerals.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 pc 200 to 250 gm,pc -  g,1 pc 200 to 250 gm,1,1,46.71,35.5,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['40101325'],['11512001001071'],https://datalabs.siva3.io/image/Eunimart_groceries_40101325_1-fresho-kale-curled-american.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Rich in fiber, our unique kale is also chock-full of antioxidants, calcium, vitamins C and K, iron, and a wide range of other nutrients that can help prevent various health problems.
Helps improve heart health and helps be fit.",-,"[{'EAN Code': '40101325'}, {'Country of origin': 'India'}, {'FSSAI Number': '11512001001071'}, {'Manufacturer Name and Address': 'Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023'}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon), 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon), 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,,,,,
